,taxon.name.in.seed.sid,mass,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,taxon.new
17139,Euphrasia collina R.Br. subsp. diemenica (Spreng.) W.R.Barker,0.155,Euphrasia,,collina,NA,subsp.,diemenica,(Spreng.) W.R.Barker,tro-100335440,TRUE,1.1,Unresolved,Orobanchaceae,Euphrasia,,collina,subsp.,diemenica,(Spreng.) W.R. Barker,tro-100335440,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Euphrasia_collina
17140,Euphrasia collina R.Br. subsp. diversicolor W.R.Barker,0.2504,Euphrasia,,collina,NA,subsp.,diversicolor,W.R.Barker,tro-100335438,FALSE,1.1,Unresolved,Orobanchaceae,Euphrasia,,collina,,,R. Br.,tro-100335438,Unresolved,FALSE,FALSE,TRUE,13/04/2020,Euphrasia_collina
17165,Euphrasia striata R.Br.,0.2408,Euphrasia,,striata,NA,NA,,R.Br.,tro-100335702,TRUE,1.1,Synonym,Orobanchaceae,Euphrasia,,collina,var.,striata,(R.Br.) Ewart,kew-2803972,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Euphrasia_collina
17679,Galium boreale L. Uncertain,0.601,Galium,,boreale,NA,NA,,L. Uncertain,kew-85836,TRUE,1.1,Accepted,Rubiaceae,Galium,,boreale,,,L.,kew-85836,Accepted,FALSE,FALSE,FALSE,13/04/2020,Galium_boreale
17709,Galium montis-arerae Merxm. & Ehrend. Orthodox,0.6704,Galium,,montis-arerae,NA,NA,,Merxm. & Ehrend. Orthodox,kew-86891,TRUE,1.1,Accepted,Rubiaceae,Galium,,montis-arerae,,,Merxm. & Ehrend.,kew-86891,Accepted,FALSE,FALSE,FALSE,13/04/2020,Galium_montis-arerae
17887,Gaultheria pumila (L.f.) D.J.Middleton Orthodox,0.1204,Gaultheria,,pumila,NA,NA,,(L.f.) D.J.Middleton Orthodox,kew-2817997,TRUE,1.1,Accepted,Ericaceae,Gaultheria,,pumila,,,(L.f.) D.J.Middleton,kew-2817997,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gaultheria_pumila
17973,Genista umbellata Clos,3.4,Genista,,umbellata,NA,NA,,Clos,ild-27340,TRUE,1.1,Synonym,Leguminosae,Anarthrophyllum,,gayanum,,,(A.Gray) B.D.Jacks.,ild-25012,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anarthrophyllum_gayanum
17974,Gentiana acaulis L.,0.306,Gentiana,,acaulis,NA,NA,,L.,kew-2819808,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,acaulis,,,L.,kew-2819808,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_acaulis
17979,Gentiana angulosa M.Bieb.,0.1132,Gentiana,,angulosa,NA,NA,,M.Bieb.,kew-2819918,TRUE,1.1,Synonym,Gentianaceae,Gentiana,,verna,subsp.,pontica,(Soltok.) Hayek,kew-2821791,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_verna
17980,Gentiana aquatica L.,0.0612,Gentiana,,aquatica,NA,NA,,L.,kew-2819951,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,aquatica,,,L.,kew-2819951,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_aquatica
17983,Gentiana clusii Perrier & Songeon,0.44,Gentiana,,clusii,NA,NA,,Perrier & Songeon,kew-2820247,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,clusii,,,Perr. & Songeon,kew-2820247,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_clusii
17995,Gentiana nivalis L. Orthodox,0.027,Gentiana,,nivalis,NA,NA,,L. Orthodox,kew-2821030,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,nivalis,,,L.,kew-2821030,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_nivalis
18000,Gentiana prostrata Haenke Orthodox,0.0583,Gentiana,,prostrata,NA,NA,,Haenke Orthodox,kew-2821243,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,prostrata,,,Haenke,kew-2821243,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_prostrata
18002,Gentiana punctata L. Uncertain,0.6989,Gentiana,,punctata,NA,NA,,L. Uncertain,kew-2821301,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,punctata,,,L.,kew-2821301,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_punctata
18014,Gentiana verna L. subsp. verna,0.0744,Gentiana,,verna,NA,subsp.,verna,L.,kew-2821774,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,verna,,,L.,kew-2821774,Accepted,FALSE,FALSE,TRUE,13/04/2020,Gentiana_verna
18015,Gentiana verna L. Uncertain,0.0772,Gentiana,,verna,NA,NA,,L. Uncertain,kew-2821774,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,verna,,,L.,kew-2821774,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_verna
18037,Gentianella muelleriana (L.G.Adams) Glenny subsp. muelleriana,0.4126,Gentianella,,muelleriana,NA,subsp.,muelleriana,(L.G.Adams) Glenny,kew-2822182,TRUE,1.1,Accepted,Gentianaceae,Gentianella,,muelleriana,,,(L.G.Adams) Glenny,kew-2822182,Accepted,FALSE,FALSE,TRUE,13/04/2020,Gentianella_muelleriana
18111,Geum montanum L. Uncertain,1.044,Geum,,montanum,NA,NA,,L. Uncertain,rjp-95,TRUE,1.1,Accepted,Rosaceae,Geum,,montanum,,,L.,rjp-95,Accepted,FALSE,FALSE,FALSE,13/04/2020,Geum_montanum
18273,Gnaphalium supinum L. Orthodox,0.0852,Gnaphalium,,supinum,NA,NA,,L. Orthodox,gcc-16130,TRUE,1.1,Accepted,Compositae,Gnaphalium,,supinum,,,L.,gcc-16130,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gnaphalium_supinum
19156,Hedysarum caucasicum M.Bieb. Orthodox p,6.686,Hedysarum,,caucasicum,NA,NA,p,M.Bieb. Orthodox,ild-32339,FALSE,1.1,Accepted,Leguminosae,Hedysarum,,caucasicum,,,M.Bieb.,ild-32339,Accepted,FALSE,FALSE,TRUE,13/04/2020,Hedysarum_caucasicum
19846,Hieracium pilosella L. Orthodox,0.2,Hieracium,,pilosella,NA,NA,,L. Orthodox,gcc-92917,TRUE,1.1,Synonym,Compositae,Pilosella,,officinarum,,,Vaill.,gcc-25499,Accepted,FALSE,FALSE,FALSE,13/04/2020,Pilosella_officinarum
19915,Hippuris vulgaris L. Orthodox,0.967,Hippuris,,vulgaris,NA,NA,,L. Orthodox,kew-2851597,TRUE,1.1,Accepted,Plantaginaceae,Hippuris,,vulgaris,,,L.,kew-2851597,Accepted,FALSE,FALSE,FALSE,13/04/2020,Hippuris_vulgaris
19958,Homogyne alpina (L.) Cass. Uncertain,1.168,Homogyne,,alpina,NA,NA,,(L.) Cass. Uncertain,gcc-26056,TRUE,1.1,Accepted,Compositae,Homogyne,,alpina,,,(L.) Cass.,gcc-26056,Accepted,FALSE,FALSE,FALSE,13/04/2020,Homogyne_alpina
20269,Hypochaeris tenuifolia (Hook. & Arn.) Trev. ex Griseb.,4.4772,Hypochaeris,,tenuifolia,NA,NA,,(Hook. & Arn.) Trev. ex Griseb.,gcc-123492,TRUE,1.1,Unresolved,Compositae,Hypochaeris,,tenuifolia,,,(Hook. & Arn.) Trev. ex Griseb.,gcc-123492,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Hypochaeris_tenuifolia
20834,Jasione cavanillesii C.Vicioso,0.096,Jasione,,cavanillesii,NA,NA,,C.Vicioso,kew-352179,TRUE,1.1,Accepted,Campanulaceae,Jasione,,cavanillesii,,,C.Vicioso,kew-352179,Accepted,FALSE,FALSE,FALSE,13/04/2020,Jasione_cavanillesii
20910,Jurinea humilis (Desf.) DC.,5.5759,Jurinea,,humilis,NA,NA,,(Desf.) DC.,gcc-28842,TRUE,1.1,Accepted,Compositae,Jurinea,,humilis,,,(Desf.) DC.,gcc-28842,Accepted,FALSE,FALSE,FALSE,13/04/2020,Jurinea_humilis
21012,Kelleria dieffenbachii (Hook.) Endl.,0.155,Kelleria,,dieffenbachii,NA,NA,,(Hook.) Endl.,tro-32000460,TRUE,1.1,Accepted,Thymelaeaceae,Kelleria,,dieffenbachii,,,(Hook.) Endl.,tro-32000460,Accepted,FALSE,FALSE,FALSE,13/04/2020,Kelleria_dieffenbachii
21113,Kunzea ericifolia subsp. subulata Toelken Orthodox,0.1969,Kunzea,,ericifolia,NA,subsp.,subulata,Toelken Orthodox,kew-106537,FALSE,1.1,Synonym,Myrtaceae,Kunzea,,muelleri,,,Benth.,kew-106560,Accepted,FALSE,FALSE,TRUE,13/04/2020,Kunzea_muelleri
21119,Kunzea muelleri Benth.,0.1444,Kunzea,,muelleri,NA,NA,,Benth.,kew-106560,TRUE,1.1,Accepted,Myrtaceae,Kunzea,,muelleri,,,Benth.,kew-106560,Accepted,FALSE,FALSE,FALSE,13/04/2020,Kunzea_muelleri
21309,Laretia acaulis Gill & Hook.,8.9281,Laretia,,acaulis,NA,NA,,Gill & Hook.,tro-1701882,TRUE,1.1,Accepted,Apiaceae,Laretia,,acaulis,,,(Cav.) Gillies & Hook.,tro-1701882,Accepted,FALSE,FALSE,FALSE,13/04/2020,Laretia_acaulis
21529,Leontodon helveticus M\'e9rat,1.71,Leontodon,,helveticus,NA,NA,,M\'e9rat,gcc-21159,TRUE,1.1,Synonym,Compositae,Scorzoneroides,,helvetica,,,(Mérat) Holub,gcc-89379,Accepted,FALSE,FALSE,FALSE,13/04/2020,Scorzoneroides_helvetica
21530,Leontodon hispidus L. Orthodox,1.2,Leontodon,,hispidus,NA,NA,,L. Orthodox,gcc-117551,TRUE,1.1,Accepted,Compositae,Leontodon,,hispidus,,,L.,gcc-117551,Accepted,FALSE,FALSE,FALSE,13/04/2020,Leontodon_hispidus
21540,Leontopodium alpinum Cass. Orthodox p,0.1366,Leontopodium,,alpinum,NA,NA,p,Cass. Orthodox,gcc-10659,TRUE,1.1,Synonym,Compositae,Leontopodium,,nivale,subsp.,alpinum,(Cass.) Greuter,gcc-49185,Accepted,TRUE,FALSE,FALSE,13/04/2020,Leontopodium_nivale
21565,Lepidium apetalum L. Orthodox,0.2148,Lepidium,,apetalum,NA,NA,,L. Orthodox,kew-2338188,TRUE,1.1,Accepted,Brassicaceae,Lepidium,,apetalum,,,Willd.,kew-2338188,Accepted,FALSE,FALSE,FALSE,13/04/2020,Lepidium_apetalum
21591,Lepidium latifolium L. Orthodox,0.1,Lepidium,,latifolium,NA,NA,,L. Orthodox,kew-2338049,TRUE,1.1,Accepted,Brassicaceae,Lepidium,,latifolium,,,L.,kew-2338049,Accepted,FALSE,FALSE,FALSE,13/04/2020,Lepidium_latifolium
21909,Leucanthemopsis alpina (L.) Heyw. Orthodox,0.3801,Leucanthemopsis,,alpina,NA,NA,,(L.) Heyw. Orthodox,gcc-8447,TRUE,1.1,Accepted,Compositae,Leucanthemopsis,,alpina,,,(L.) Heywood,gcc-8447,Accepted,FALSE,FALSE,FALSE,13/04/2020,Leucanthemopsis_alpina
22168,Linaria tonzigii Lona,0.4333,Linaria,,tonzigii,NA,NA,,Lona,kew-2499715,TRUE,1.1,Accepted,Plantaginaceae,Linaria,,tonzigii,,,Lona,kew-2499715,Accepted,FALSE,FALSE,FALSE,13/04/2020,Linaria_tonzigii
22864,Madia sativa Molina Orthodox,3.1,Madia,,sativa,NA,NA,,Molina Orthodox,gcc-120995,TRUE,1.1,Accepted,Compositae,Madia,,sativa,,,Molina,gcc-120995,Accepted,FALSE,FALSE,FALSE,13/04/2020,Madia_sativa
23166,Matricaria caucasica (Willd.) Poir.,0.4236,Matricaria,,caucasica,NA,NA,,(Willd.) Poir.,gcc-135934,TRUE,1.1,Synonym,Compositae,Matricaria,,breviradiata,,,(Ledeb.) Rauschert,gcc-122451,Accepted,FALSE,FALSE,FALSE,13/04/2020,Matricaria_breviradiata
23217,Meconopsis horridula Hook.f. & Thomson Orthodox,0.19,Meconopsis,,horridula,NA,NA,,Hook.f. & Thomson Orthodox,tro-50117401,TRUE,1.1,Accepted,Papaveraceae,Meconopsis,,horridula,,,Hook. f. & Thomson,tro-50117401,Accepted,FALSE,FALSE,FALSE,13/04/2020,Meconopsis_horridula
23793,Microseris lanceolata (Walp.) Schultz.-Bip.,2.08,Microseris,,lanceolata,NA,NA,,(Walp.) Schultz.-Bip.,gcc-10616,TRUE,1.1,Accepted,Compositae,Microseris,,lanceolata,,,(Walp.) Sch.Bip.,gcc-10616,Accepted,FALSE,FALSE,FALSE,13/04/2020,Microseris_lanceolata
23796,Microsteris gracilis (Dougl. ex Hook.) Greene Orthodox,1.11,Microsteris,,gracilis,NA,NA,,(Dougl. ex Hook.) Greene Orthodox,kew-2509424,TRUE,1.1,Accepted,Polemoniaceae,Microsteris,,gracilis,,,(Douglas ex Hook.) Greene,kew-2509424,Accepted,FALSE,FALSE,FALSE,13/04/2020,Microsteris_gracilis
23960,Minuartia verna (L.) Hiern Orthodox?,0.18,Minuartia,,verna,NA,NA,,(L.) Hiern Orthodox?,kew-2369324,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,verna,,,(L.) Hiern,kew-2369324,Accepted,FALSE,FALSE,FALSE,13/04/2020,Minuartia_verna
24211,Myosotis alpestris F.W.Schmidt Orthodox p,0.85,Myosotis,,alpestris,NA,NA,p,F.W.Schmidt Orthodox,kew-2357465,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,alpestris,,,F.W.Schmidt,kew-2357465,Accepted,TRUE,FALSE,FALSE,13/04/2020,Myosotis_alpestris
24305,Nassauvia pinnigera D.Don,1.1,Nassauvia,,pinnigera,NA,NA,,D.Don,gcc-84998,TRUE,1.1,Accepted,Compositae,Nassauvia,,pinnigera,,,D.Don,gcc-84998,Accepted,FALSE,FALSE,FALSE,13/04/2020,Nassauvia_pinnigera
24393,Nepeta coerulescens Maxim.,0.9984,Nepeta,,coerulescens,NA,NA,,Maxim.,kew-134527,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,coerulescens,,,Maxim.,kew-134527,Accepted,FALSE,FALSE,FALSE,13/04/2020,Nepeta_coerulescens
24482,Nicotiana corymbosa J.R\'e9my Orthodox,0.138,Nicotiana,,corymbosa,NA,NA,,J.R\'e9my Orthodox,kew-2382846,TRUE,1.1,Unresolved,Solanaceae,Nicotiana,,corymbosa,,,Remy,kew-2382846,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Nicotiana_corymbosa
24767,Olearia algida N.A.Wakef.,0.419,Olearia,,algida,NA,NA,,N.A.Wakef.,gcc-27068,TRUE,1.1,Accepted,Compositae,Olearia,,algida,,,N.A.Wakef.,gcc-27068,Accepted,FALSE,FALSE,FALSE,13/04/2020,Olearia_algida
24814,Olearia phlogopappa var. flavescens (Hutch.) J.H.Willis,0.276,Olearia,,phlogopappa,NA,var.,flavescens,(Hutch.) J.H.Willis,gcc-6207,FALSE,1.1,Accepted,Compositae,Olearia,,phlogopappa,,,(Labill.) DC.,gcc-6207,Accepted,FALSE,FALSE,TRUE,13/04/2020,Olearia_phlogopappa
24815,Olearia phlogopappa var. subrepanda (DC.) J.H.Willis,1.117,Olearia,,phlogopappa,NA,var.,subrepanda,(DC.) J.H.Willis,gcc-6207,FALSE,1.1,Accepted,Compositae,Olearia,,phlogopappa,,,(Labill.) DC.,gcc-6207,Accepted,FALSE,FALSE,TRUE,13/04/2020,Olearia_phlogopappa
24816,Olearia phlogopappa (Labill.) DC.,0.4118,Olearia,,phlogopappa,NA,NA,,(Labill.) DC.,gcc-6207,TRUE,1.1,Accepted,Compositae,Olearia,,phlogopappa,,,(Labill.) DC.,gcc-6207,Accepted,FALSE,FALSE,FALSE,13/04/2020,Olearia_phlogopappa
25017,Oreomyrrhis ciliata Hook.f.,1.93,Oreomyrrhis,,ciliata,NA,NA,,Hook.f.,tro-50325421,TRUE,1.1,Synonym,Apiaceae,Chaerophyllum,,australianum,,,K.F.Chung,kew-2603922,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Chaerophyllum_australianum
25018,Oreomyrrhis eriopoda (DC.) Hook.f. Orthodox,2.45,Oreomyrrhis,,eriopoda,NA,NA,,(DC.) Hook.f. Orthodox,tro-50325446,TRUE,1.1,Synonym,Apiaceae,Chaerophyllum,,eriopodum,,,(DC.) K.F.Chung,kew-2603933,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Chaerophyllum_eriopodum
25224,Oxylobium ellipticum (Vent.) R.Br. Orthodox,3.87,Oxylobium,,ellipticum,NA,NA,,(Vent.) R.Br. Orthodox,ild-31365,TRUE,1.1,Accepted,Leguminosae,Oxylobium,,ellipticum,,,(Vent.) R.Br.,ild-31365,Accepted,FALSE,FALSE,FALSE,13/04/2020,Oxylobium_ellipticum
25229,Oxyria digyna (L.) Hill Uncertain,0.75,Oxyria,,digyna,NA,NA,,(L.) Hill Uncertain,kew-2396529,TRUE,1.1,Accepted,Polygonaceae,Oxyria,,digyna,,,(L.) Hill,kew-2396529,Accepted,FALSE,FALSE,FALSE,13/04/2020,Oxyria_digyna
25271,Ozothamnus alpinus (N.A.Wakef.) Anderb.,0.2876,Ozothamnus,,alpinus,NA,NA,,(N.A.Wakef.) Anderb.,gcc-88035,TRUE,1.1,Accepted,Compositae,Ozothamnus,,alpinus,,,(N.A.Wakef.) Anderb.,gcc-88035,Accepted,FALSE,FALSE,FALSE,13/04/2020,Ozothamnus_alpinus
25277,Ozothamnus cupressoides Puttock & D.J.Ohlesen,0.1714,Ozothamnus,,cupressoides,NA,NA,,Puttock & D.J.Ohlesen,,FALSE,1.1,,,Ozothamnus,,cupressoides,NA,,,,,FALSE,FALSE,FALSE,13/04/2020,Ozothamnus_cupressoides
25283,Ozothamnus hookeri Sond.,0.112,Ozothamnus,,hookeri,NA,NA,,Sond.,gcc-43792,TRUE,1.1,Accepted,Compositae,Ozothamnus,,hookeri,,,Sond.,gcc-43792,Accepted,FALSE,FALSE,FALSE,13/04/2020,Ozothamnus_hookeri
25380,Papaver alpinum L. Orthodox,0.1748,Papaver,,alpinum,NA,NA,,L. Orthodox,kew-2560657,TRUE,1.1,Accepted,Papaveraceae,Papaver,,alpinum,,,L.,kew-2560657,Accepted,FALSE,FALSE,FALSE,13/04/2020,Papaver_alpinum
25404,Papaver rhaeticum Leresche,0.18,Papaver,,rhaeticum,NA,NA,,Leresche,kew-2561551,TRUE,1.1,Synonym,Papaveraceae,Papaver,,alpinum,,,L.,kew-2560657,Accepted,FALSE,FALSE,FALSE,13/04/2020,Papaver_alpinum
25614,Pedicularis tuberosa L.,0.5448,Pedicularis,,tuberosa,NA,NA,,L.,kew-2550352,TRUE,1.1,Accepted,Orobanchaceae,Pedicularis,,tuberosa,,,L.,kew-2550352,Accepted,FALSE,FALSE,FALSE,13/04/2020,Pedicularis_tuberosa
25642,Pelargonium helmsii Carolin,1.05,Pelargonium,,helmsii,NA,NA,,Carolin,kew-2532571,TRUE,1.1,Unresolved,Geraniaceae,Pelargonium,,helmsii,,,Carolin,kew-2532571,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Pelargonium_helmsii
25786,Pentachondra pumila (J.R. & G.Forst.) R.Br.,0.9,Pentachondra,,pumila,NA,NA,,(J.R. & G.Forst.) R.Br.,tro-12000021,TRUE,1.1,Accepted,Ericaceae,Pentachondra,,pumila,,,R. Br.,tro-12000021,Accepted,FALSE,FALSE,FALSE,13/04/2020,Pentachondra_pumila
26178,Phlox gracilis (Hook.) Greene,1.186,Phlox,,gracilis,NA,NA,,(Hook.) Greene,tro-25800538,TRUE,1.1,Synonym,Polemoniaceae,Microsteris,,gracilis,,,(Douglas ex Hook.) Greene,kew-2509424,Accepted,FALSE,FALSE,FALSE,13/04/2020,Microsteris_gracilis
26347,Pilosella officinarum F.W.Schultz & Schultz-Bip. Orthodox,0.1957,Pilosella,,officinarum,NA,NA,,F.W.Schultz & Schultz-Bip. Orthodox,gcc-76606,TRUE,1.1,Synonym,Compositae,Pilosella,,officinarum,,,Vaill.,gcc-25499,Accepted,FALSE,FALSE,FALSE,13/04/2020,Pilosella_officinarum
26352,Pimelea axiflora F.Muell. subsp. axiflora,2.5132,Pimelea,,axiflora,NA,subsp.,axiflora,F.Muell.,tro-50318838,TRUE,1.1,Synonym,Thymelaeaceae,Pimelea,,axiflora,,,F. Muell. ex Meisn.,tro-50318645,Accepted,FALSE,FALSE,FALSE,13/04/2020,Pimelea_axiflora
26372,Pimelea ligustrina Labill.,2.467,Pimelea,,ligustrina,NA,NA,,Labill.,tro-50318591,TRUE,1.1,Accepted,Thymelaeaceae,Pimelea,,ligustrina,,,Labill.,tro-50318591,Accepted,FALSE,FALSE,FALSE,13/04/2020,Pimelea_ligustrina
26373,Pimelea ligustrina Labill. subsp. ligustrina,3.936,Pimelea,,ligustrina,NA,subsp.,ligustrina,Labill.,tro-50318725,TRUE,1.1,Synonym,Thymelaeaceae,Pimelea,,ligustrina,,,Labill.,tro-50318591,Accepted,FALSE,FALSE,FALSE,13/04/2020,Pimelea_ligustrina
26531,Plantago alpina L. Orthodox,0.6,Plantago,,alpina,NA,NA,,L. Orthodox,kew-2571391,TRUE,1.1,Accepted,Plantaginaceae,Plantago,,alpina,,,L.,kew-2571391,Accepted,FALSE,FALSE,FALSE,13/04/2020,Plantago_alpina
26541,Plantago atrata Hoppe Orthodox,3.0744,Plantago,,atrata,NA,NA,,Hoppe Orthodox,kew-2571325,TRUE,1.1,Accepted,Plantaginaceae,Plantago,,atrata,,,Hoppe,kew-2571325,Accepted,FALSE,FALSE,FALSE,13/04/2020,Plantago_atrata
26762,Podolepis robusta (Maiden & Betche) J.H.Willis,0.628,Podolepis,,robusta,NA,NA,,(Maiden & Betche) J.H.Willis,gcc-43197,TRUE,1.1,Accepted,Compositae,Podolepis,,robusta,,,(Maiden & Betche) J.H.Willis,gcc-43197,Accepted,FALSE,FALSE,FALSE,13/04/2020,Podolepis_robusta
26767,Podospermum canum C.A.Mey.,2.7386,Podospermum,,canum,NA,NA,,C.A.Mey.,gcc-143238,TRUE,1.1,Accepted,Compositae,Podospermum,,canum,,,C.A.Mey.,gcc-143238,Accepted,FALSE,FALSE,FALSE,13/04/2020,Podospermum_canum
27124,Potentilla pamiroalaica Juz.,0.5152,Potentilla,,pamiroalaica,NA,NA,,Juz.,rjp-11106,TRUE,1.1,Accepted,Rosaceae,Potentilla,,pamiroalaica,,,Juz.,rjp-11106,Accepted,FALSE,FALSE,FALSE,13/04/2020,Potentilla_pamiroalaica
27212,Primula auricula L. subsp. hungarica (Borb\'e1s) So\'f3,0.2585,Primula,,auricula,NA,subsp.,hungarica,(Borb\'e1s) So\'f3,kew-2564954,FALSE,1.1,Accepted,Primulaceae,Primula,,auricula,,,L.,kew-2564954,Accepted,FALSE,FALSE,TRUE,13/04/2020,Primula_auricula
27213,Primula auricula L. Orthodox p,0.24,Primula,,auricula,NA,NA,p,L. Orthodox,kew-2564954,TRUE,1.1,Accepted,Primulaceae,Primula,,auricula,,,L.,kew-2564954,Accepted,TRUE,FALSE,FALSE,13/04/2020,Primula_auricula
27225,Primula farinosa L. Orthodox,0.07,Primula,,farinosa,NA,NA,,L. Orthodox,kew-2564807,TRUE,1.1,Accepted,Primulaceae,Primula,,farinosa,,,L.,kew-2564807,Accepted,FALSE,FALSE,FALSE,13/04/2020,Primula_farinosa
27227,Primula glaucescens Moretti Orthodox,0.28,Primula,,glaucescens,NA,NA,,Moretti Orthodox,kew-2565436,TRUE,1.1,Accepted,Primulaceae,Primula,,glaucescens,,,Moretti,kew-2565436,Accepted,FALSE,FALSE,FALSE,13/04/2020,Primula_glaucescens
27238,Primula minima L.,0.1484,Primula,,minima,NA,NA,,L.,kew-2565365,TRUE,1.1,Accepted,Primulaceae,Primula,,minima,,,L.,kew-2565365,Accepted,FALSE,FALSE,FALSE,13/04/2020,Primula_minima
27313,Prostanthera cuneata Benth.,1.4016,Prostanthera,,cuneata,NA,NA,,Benth.,kew-165708,TRUE,1.1,Accepted,Lamiaceae,Prostanthera,,cuneata,,,Benth.,kew-165708,Accepted,FALSE,FALSE,FALSE,13/04/2020,Prostanthera_cuneata
27672,Psychrophila introloba (F.Muell.) W.A.Weber,0.8792,Psychrophila,,introloba,NA,NA,,(F.Muell.) W.A.Weber,kew-2544405,TRUE,1.1,Unresolved,Ranunculaceae,Psychrophila,,introloba,,,(F.Muell.) W.A.Weber,kew-2544405,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Psychrophila_introloba
27838,Pulsatilla alpina (L.) Delarbre,5.36,Pulsatilla,,alpina,NA,NA,,(L.) Delarbre,kew-2544518,TRUE,1.1,Synonym,Ranunculaceae,Anemone,,alpina,,,L.,kew-2638008,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anemone_alpina
