Species,Region,Source,Population,Latitude,Longitude,Min.elevation,Max.elevation,Treeline,Alpine,Scarification,GA3,Stratification,Light,Alternating,Tmean,Temperature,Germinated,Germinable
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,N,N,N,Y,Y,26,26,0,8
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,Y,N,N,Y,Y,26,26,1,10
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,Y,Y,Y,Y,Y,26,26,3,9
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,Y,N,N,Y,Y,26,26,3,10
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,Y,N,Y,Y,Y,26,26,4,10
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,Y,N,Y,Y,Y,26,26,5,10
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,Y,N,Y,Y,Y,26,26,8,10
Carex_rariflora,,,K_122445,United-Kingdom,,,,,,N,N,N,Y,N,31,31,0,10
Carex_rostrata,,,K_138080,United-Kingdom,,,,,,N,N,N,Y,Y,26,26,14,16
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,N,N,Y,N,21,21,0,20
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,N,N,Y,N,26,26,0,19
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,Y,N,N,Y,Y,26,26,0,16
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,Y,N,Y,Y,26,26,2,20
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,N,Y,Y,Y,26,26,2,8
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,Y,Y,Y,Y,26,26,6,18
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,N,Y,Y,Y,26,26,6,20
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,N,N,Y,Y,26,26,7,19
Carex_saxatilis,,,K_122423,United-Kingdom,,,,,,Y,Y,Y,Y,Y,26,26,7,9
Carex_saxatilis,,,K_121530,United-Kingdom,,,,,,N,N,N,Y,N,31,31,0,20
Carlina_biebersteinii,,,K_361725,Hungary,,,,,,N,N,N,Y,N,10,10,20,20
Carlina_biebersteinii,,,K_361725,Hungary,,,,,,N,N,N,Y,N,15,15,19,19
Carlina_biebersteinii,,,K_361725,Hungary,,,,,,N,N,N,Y,N,25,25,19,20
Centaurea_reflexa,,,K_340302,Georgia,,,,,,N,N,N,Y,N,15,15,8,9
Cerastium_alpinum,,,K_121301,United-Kingdom,,,,,,N,N,N,Y,N,11,11,20,20
Cerastium_alpinum,,,K_170217,United-Kingdom,,,,,,N,N,N,Y,N,15,15,20,20
Cerastium_alpinum,,,K_170217,United-Kingdom,,,,,,N,N,N,Y,N,20,20,19,19
Cerastium_alpinum,,,WARS_100/04,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,300,500
Cerastium_arcticum,,,K_122629,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,18,20
Cerastium_arcticum,,,K_122629,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,25,25
Cerastium_argenteum,,,K_340472,Georgia,,,,,,N,N,N,Y,N,10,10,20,20
Cerastium_argenteum,,,K_340472,Georgia,,,,,,N,N,N,Y,N,15,15,20,20
Cerastium_argenteum,,,K_340472,Georgia,,,,,,N,N,N,Y,Y,15,15,20,20
Cerastium_cerastoides,,,K_122641,United-Kingdom,,,,,,N,N,N,Y,N,10,10,7,20
Cerastium_cerastoides,,,K_122641,United-Kingdom,,,,,,N,N,N,Y,Y,13.33333333,13.33333333,13,18
Cerastium_cerastoides,,,K_122641,United-Kingdom,,,,,,N,Y,N,Y,Y,13.33333333,13.33333333,17,20
Cerastium_cerastoides,,,K_122412,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,7,10
Cerastium_cerastoides,,,K_122412,United-Kingdom,,,,,,Y,Y,N,Y,Y,15,15,9,9
Cerastium_cerastoides,,,K_122652,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,11,13
Cerastium_cerastoides,,,K_163815,Italy,,,,,,N,N,N,Y,N,15,15,9,10
Cerastium_cerastoides,,,K_122412,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,20,23
Cerastium_cerastoides,,,K_122641,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,17,22
Cerastium_cerastoides,,,K_122652,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,25,25
Cerastium_cerastoides,,,K_163815,Italy,,,,,,N,N,N,Y,N,20,20,10,10
Cochlearia_tatrae,,,WARS_008/00,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,460,500
Cochlearia_tatrae,,,WARS_009/00,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,490,500
Cochlearia_tatrae,,,WARS_010/00,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,480,500
Comarum_palustre,,,K_174972,Belgium,,,,,,N,N,Y,Y,Y,13.33333333,13.33333333,17,22
Comarum_palustre,,,K_135403,United-Kingdom,,,,,,N,N,Y,Y,Y,13.33333333,13.33333333,6,7
Comarum_palustre,,,K_135621,United-Kingdom,,,,,,N,N,Y,Y,Y,13.33333333,13.33333333,16,20
Comarum_palustre,,,K_141820,United-Kingdom,,,,,,N,N,Y,Y,Y,13.33333333,13.33333333,45,47
Comarum_palustre,,,K_174972,Belgium,,,,,,N,N,N,Y,N,15,15,0,13
Comarum_palustre,,,K_141820,United-Kingdom,,,,,,Y,N,N,Y,Y,15,15,37,49
Comarum_palustre,,,K_135252,United-Kingdom,,,,,,N,N,Y,Y,Y,16,16,11,20
Comarum_palustre,,,K_135919,United-Kingdom,,,,,,N,N,Y,Y,Y,16,16,19,20
Comarum_palustre,,,K_141820,United-Kingdom,,,,,,N,N,N,Y,N,16,16,0,47
Comarum_palustre,,,K_174972,Belgium,,,,,,N,N,N,Y,N,20,20,0,13
Comarum_palustre,,,K_135252,United-Kingdom,,,,,,N,N,Y,Y,N,20,20,5,16
Comarum_palustre,,,K_135252,United-Kingdom,,,,,,N,N,Y,Y,N,21,21,15,19
Comarum_palustre,,,K_141820,United-Kingdom,,,,,,N,N,N,Y,N,21,21,0,49
Comarum_palustre,,,B_SE-1963406,Sweden,,,,,,N,N,N,Y,N,22,22,0,20
Comarum_palustre,,,K_174972,Belgium,,,,,,N,N,N,Y,N,25,25,0,17
Comarum_palustre,,,K_135252,United-Kingdom,,,,,,N,N,Y,Y,N,26,26,14,20
Comarum_palustre,,,K_141820,United-Kingdom,,,,,,N,N,N,Y,N,26,26,0,49
Cortusa_matthioli,,,K_20921,Austria,,,,,,N,N,N,Y,N,20,20,4,49
Cortusa_matthioli,,,K_20921,Austria,,,,,,N,N,Y,Y,N,20,20,38,45
Cortusa_matthioli,,,K_20921,Austria,,,,,,N,Y,N,Y,N,20,20,40,47
Cortusa_matthioli,,,K_20921,Austria,,,,,,N,Y,N,Y,N,20,20,41,45
Cortusa_matthioli,,,WARS_002/99,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,485,500
Cortusa_matthioli,,,WARS_003/04,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,315,500
Cortusa_matthioli,,,WARS_011/00,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,450,500
Cortusa_matthioli,,,K_20921,Austria,,,,,,N,N,N,Y,N,31,31,46,50
Cortusa_matthioli,,,K_20921,Austria,,,,,,N,N,N,Y,N,31,31,92,100
Crepis_sibirica,,,K_32476,Russia,,,,,,N,N,N,Y,N,26,26,15,20
Crepis_sibirica,,,K_32476,Russia,,,,,,N,N,N,Y,Y,26,26,46,49
Crepis_sibirica,,,K_32476,Russia,,,,,,N,N,N,Y,Y,26,26,50,50
Delphinium_cyphoplectrum,,,K_341712,Georgia,,,,,,N,Y,N,Y,Y,15,15,6,7
Delphinium_elatum,,,K_16416,Russia,,,,,,Y,Y,N,Y,Y,15,15,31,50
Delphinium_elatum,,,K_16416,Russia,,,,,,Y,Y,N,Y,Y,16,16,15,23
Dianthus_barbatus,,,WARS_006/01,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,410,500
Dianthus_barbatus,,,WARS_013/03,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,415,500
Dianthus_barbatus,,,WARS_014/03,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,400,500
Dianthus_barbatus,,,B_HR-0602779,Croatia,,,,,,N,N,N,Y,N,22,22,10,20
Dianthus_furcatus,,,K_27045,Spain,,,,,,N,N,N,Y,N,20,20,19,20
Dianthus_furcatus,,,K_27045,Spain,,,,,,N,N,N,Y,N,21,21,18,19
Dianthus_furcatus,,,K_27045,Spain,,,,,,N,N,N,Y,N,21,21,18,20
Dianthus_furcatus,,,K_27045,Spain,,,,,,N,N,N,Y,N,21,21,91,100
Dianthus_orientalis,,,K_340483,Georgia,,,,,,N,N,N,Y,N,20,20,7,8
Dianthus_plumarius,,,WARS_002/02,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,430,500
Dianthus_plumarius,,,WARS_003/02,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,410,500
Dianthus_plumarius,,,WARS_007/01,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,480,500
Dianthus_plumarius,,,WARS_012/00,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,460,500
Dianthus_plumarius,,,WARS_024/04,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,420,500
Dianthus_plumarius,,,WARS_035/03,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,440,500
Doronicum_austriacum,,,WARS_015/00,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,0,500
Doronicum_austriacum,,,WARS_026/03,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,435,500
Doronicum_austriacum,,,WARS_089/04,Poland,,,,,,N,Y,N,Y,Y,21.66666667,21.66666667,330,500
Draba_aizoides,,,K_135986,United-Kingdom,,,,,,N,N,N,Y,N,16,16,20,20
Draba_norvegica,,,K_122766,United-Kingdom,,,,,,N,Y,N,Y,N,21,21,10,10
Eleocharis_quinqueflora,,,K_143813,United-Kingdom,,,,,,Y,N,Y,Y,Y,16,16,6,8
Elymus_caninus,,,K_12500,Italy,,,,,,N,N,N,Y,Y,13.33333333,13.33333333,16,20
Elymus_caninus,,,K_43762,Italy,,,,,,N,N,N,Y,Y,13.33333333,13.33333333,10,10
Elymus_caninus,,,K_18720,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,18,18
Elymus_caninus,,,K_12500,Italy,,,,,,N,N,N,Y,Y,16,16,19,20
Elymus_caninus,,,K_12500,Italy,,,,,,N,N,N,Y,Y,16,16,84,100
Elymus_caninus,,,K_43762,Italy,,,,,,N,N,N,Y,Y,16,16,10,10
Elymus_caninus,,,K_43762,Italy,,,,,,N,N,N,Y,Y,16,16,93,100
Elymus_caninus,,,K_18720,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,19,19
Elymus_caninus,,,K_18720,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,50,50
Elymus_caninus,,,K_6334,Italy,,,,,,N,N,N,Y,N,20,20,19,19
Elymus_caninus,,,K_163745,United-Kingdom,,,,,,N,N,N,Y,N,20,20,10,10
Elymus_caninus,,,K_6334,Italy,,,,,,N,N,N,Y,N,21,21,20,20
Elymus_caninus,,,K_6334,Italy,,,,,,N,N,N,Y,N,21,21,44,50
Epilobium_alpestre,,,K_430706,Slovakia,,,,,,N,N,N,Y,N,15,15,9,18
Epilobium_alpestre,,,K_430706,Slovakia,,,,,,N,N,N,Y,N,20,20,20,20
Epilobium_alpestre,,,K_430706,Slovakia,,,,,,N,N,N,Y,N,25,25,19,19
Epilobium_alsinifolium,,,K_154408,United-Kingdom,,,,,,N,N,N,Y,N,20,20,10,10
Eriophorum_latifolium,,,BR_1996124196,Belgium,,,,,,N,N,N,Y,Y,25,25,31,48
Erysimum_pieninicum,,,WARS_007/02,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,225,500
Erysimum_pieninicum,,,WARS_008/02,Poland,,,,,,N,N,N,Y,Y,21.66666667,21.66666667,435,500
Festuca_altissima,,,K_128584,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,39,41
Festuca_altissima,,,K_12522,Italy,,,,,,N,N,N,Y,N,20,20,48,49
Festuca_altissima,,,K_12522,Italy,,,,,,N,N,N,Y,N,21,21,45,50
Festuca_altissima,,,K_12522,Italy,,,,,,N,N,N,Y,N,21,21,85,100
Festuca_melanopsis,,,K_186597,Italy,,,,,,N,N,N,Y,Y,13.33333333,13.33333333,16,16
Festuca_melanopsis,,,K_186597,Italy,,,,,,Y,N,N,Y,N,15,15,18,20
Festuca_nigrescens,,,K_6286,Italy,,,,,,N,N,N,Y,N,20,20,20,20
Festuca_nigrescens,,,K_163859,Germany,,,,,,N,N,N,Y,N,20,20,7,9
Festuca_nigrescens,,,K_6286,Italy,,,,,,N,N,N,Y,N,21,21,18,18
Festuca_nigrescens,,,K_6286,Italy,,,,,,N,N,N,Y,N,21,21,91,100
Galium_articulatum,,,K_371003,Georgia,,,,,,N,N,N,Y,N,20,20,5,7
Gentiana_burseri,,,K_52663,Belgium,,,,,,N,N,N,Y,N,25,25,49,50
Gentiana_burseri,,,K_52663,Belgium,,,,,,N,N,N,Y,N,26,26,50,50
Gentiana_decumbens,,,K_52685,Switzerland,,,,,,N,N,N,Y,N,5,5,48,50
Gentiana_decumbens,,,K_52685,Switzerland,,,,,,N,Y,N,Y,N,15,15,42,48
Gentiana_decumbens,,,K_52685,Switzerland,,,,,,N,N,N,Y,N,15,15,22,50
Gentiana_decumbens,,,K_52685,Switzerland,,,,,,N,N,N,Y,N,16,16,50,50
Gentiana_decumbens,,,K_52685,Switzerland,,,,,,N,N,Y,Y,N,20,20,47,48
Gentiana_depressa,,,K_52630,Russia,,,,,,N,N,N,Y,N,15,15,48,50
Gentiana_depressa,,,K_52630,Russia,,,,,,N,N,N,Y,N,16,16,45,45
Gentiana_depressa,,,K_56487,Hungary,,,,,,N,N,N,Y,N,20,20,46,48
Gentiana_depressa,,,K_56487,Hungary,,,,,,N,N,N,Y,N,21,21,46,47
Gentiana_grandiflora,,,K_52629,Germany,,,,,,N,N,N,Y,N,15,15,43,50
Gentiana_grandiflora,,,K_52629,Germany,,,,,,N,N,N,Y,N,16,16,48,50
Gentiana_rockhillii,,,K_52618,Germany,,,,,,N,N,N,Y,N,25,25,43,50
Gentiana_rockhillii,,,K_52618,Germany,,,,,,N,N,N,Y,N,26,26,48,48
Gentiana_septemfida,,,K_424378,Georgia,,,,,,N,N,Y,Y,Y,15,15,17,18
Gentiana_septemfida,,,K_424378,Georgia,,,,,,N,N,N,Y,Y,15,15,3,19
Gentiana_wattenii,,,K_52674,Austria,,,,,,N,N,N,Y,N,15,15,49,50
Gentiana_wattenii,,,K_52674,Austria,,,,,,N,N,N,Y,N,16,16,50,50
Gentiana_wattenii,,,K_34540,Austria,,,,,,N,N,Y,Y,N,21,21,99,100
Gentiana_wattenii,,,K_34540,Austria,,,,,,N,N,Y,Y,N,21,21,46,50
Gentiana_wattenii,,,K_34540,Austria,,,,,,N,N,Y,Y,N,21,21,45,50
Gentianella_amarella,,,K_52571,United-Kingdom,,,,,,N,Y,Y,Y,Y,15,15,43,50
Gentianella_amarella,,,K_52571,United-Kingdom,,,,,,N,Y,N,Y,Y,15,15,37,49
Gentianella_amarella,,,K_402855,United-Kingdom,,,,,,N,Y,Y,Y,Y,15,15,10,20
Gentianella_amarella,,,K_52571,United-Kingdom,,,,,,N,Y,N,Y,Y,16,16,20,20
Gentianella_amarella,,,K_18546,United-Kingdom,,,,,,Y,Y,Y,Y,N,20,20,20,20
Gentianella_amarella,,,K_402855,United-Kingdom,,,,,,Y,Y,Y,Y,N,20,20,20,20
Gentianella_amarella,,,K_402855,United-Kingdom,,,,,,N,N,N,Y,N,20,20,0,20
Gentianella_amarella,,,K_18546,United-Kingdom,,,,,,Y,Y,Y,Y,N,21,21,48,49
Gentianella_amarella,,,K_131379,United-Kingdom,,,,,,N,N,N,Y,N,21,21,17,20
Gentianella_amarella,,,B_GB-2070906,United-Kingdom,,,,,,N,N,N,Y,N,22,22,0,20
Geum_pyrenaicum,,,K_80112,Spain,,,,,,N,N,N,Y,Y,16,16,19,20
Geum_pyrenaicum,,,K_80112,Spain,,,,,,N,N,N,Y,Y,16,16,20,20
Geum_rivale,,,K_139984,United-Kingdom,,,,,,N,N,N,Y,N,15,15,1,3
Geum_rivale,,,K_139984,United-Kingdom,,,,,,N,N,N,Y,Y,18.33333333,18.33333333,3,3
Geum_rivale,,,BR_1991108488,Belgium,,,,,,N,N,N,Y,N,20,20,12,50
Geum_rivale,,,K_139984,United-Kingdom,,,,,,N,N,N,Y,N,21,21,1,10
Glyceria_notata,,,K_127314,United-Kingdom,,,,,,N,KNO3,N,Y,Y,16,16,20,20
Glyceria_notata,,,B_DE-1953206,Germany,,,,,,N,N,N,Y,N,22,22,0,20
Gypsophila_elegans,,,K_340494,Georgia,,,,,,N,N,N,Y,N,15,15,7,10
Gypsophila_elegans,,,K_340494,Georgia,,,,,,Y,Y,N,Y,N,15,15,10,10
Gypsophila_elegans,,,K_340494,Georgia,,,,,,N,N,N,Y,N,20,20,4,10
Heliotropium_ellipticum,,,K_371070,Georgia,,,,,,N,N,N,Y,Y,15,15,19,19
Heliotropium_ellipticum,,,K_371070,Georgia,,,,,,N,N,N,Y,Y,25,25,15,17
Heliotropium_ellipticum,,,K_371070,Georgia,,,,,,N,N,N,Y,N,25,25,14,19
Herminium_monorchis,,,K_130785,United-Kingdom,,,,,,N,N,N,Y,N,21,21,200,200
Hieracium_attenuatifolium,,,K_132158,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,8,10
Hieracium_attenuatifolium,,,K_140270,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,7,7
Hieracium_backhousei,,,K_117368,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,6,6
Hieracium_backhousei,,,K_117380,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,10,10
Hieracium_calenduliflorum,,,K_116947,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,20,20
Hieracium_calenduliflorum,,,K_116947,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,10,10
Hieracium_calvum,,,K_107976,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,9,10
Hieracium_calvum,,,K_117254,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,9,9
Hieracium_calvum,,,K_117265,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,9,9
Hieracium_calvum,,,K_117287,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,19,19
Hieracium_calvum,,,K_117298,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,8,10
Hieracium_calvum,,,K_117438,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,19,19
Hieracium_calvum,,,K_117450,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,19,20
Hieracium_calvum,,,K_107976,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,9,10
Hieracium_calvum,,,K_117276,United-Kingdom,,,,,,N,N,Y,Y,Y,16,16,9,10
Hieracium_calvum,,,K_117287,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,9,10
Hieracium_calvum,,,K_117438,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,10,10
Hieracium_calvum,,,K_117450,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,7,9
Hieracium_completum,,,K_117195,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,10,10
Hieracium_eximium,,,K_333265,United-Kingdom,,,,,,Y,N,N,Y,Y,15,15,7,7
Hieracium_eximium,,,K_108641,United-Kingdom,,,,,,N,N,Y,Y,Y,15,15,6,9
Hieracium_eximium,,,K_108641,United-Kingdom,,,,,,N,N,Y,Y,Y,16,16,7,7
Hieracium_globosiflorum,,,K_333254,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,7,8
Hieracium_graniticola,,,K_107909,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,6,9
Hieracium_graniticola,,,K_107910,United-Kingdom,,,,,,Y,N,N,Y,N,15,15,9,10
Hieracium_graniticola,,,K_117508,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,18,19
Hieracium_graniticola,,,K_107909,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,7,8
Hieracium_graniticola,,,K_107910,United-Kingdom,,,,,,Y,N,N,Y,N,16,16,16,19
Hieracium_graniticola,,,K_117508,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,6,7
Hieracium_hanburyi,,,K_117519,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,5,6
Hieracium_hanburyi,,,K_108113,United-Kingdom,,,,,,Y,N,N,Y,N,16,16,5,10
Hieracium_larigense,,,K_108227,United-Kingdom,,,,,,Y,N,N,Y,Y,16,16,8,9
Hieracium_leptodon,,,K_108087,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,8,9
Hieracium_leptodon,,,K_108098,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,7,8
Hieracium_leptodon,,,K_116785,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,18,18
Hieracium_leptodon,,,K_116800,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,18,18
Hieracium_leptodon,,,K_108087,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,7,7
Hieracium_leptodon,,,K_108098,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,6,6
Hieracium_leptodon,,,K_116785,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,9,9
Hieracium_macrocarpum,,,K_117047,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,15,20
Hieracium_macrocarpum,,,K_117047,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,5,5
Hieracium_milesii,,,K_108191,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,9,10
Hieracium_milesii,,,K_108191,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,9,10
Hieracium_pensum,,,K_108526,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,6,6
Hieracium_pensum,,,K_108537,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,8,9
Hieracium_pensum,,,K_108548,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,6,8
Hieracium_pensum,,,K_108526,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,7,7
Hieracium_pensum,,,K_108537,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,7,7
Hieracium_pensum,,,K_108548,United-Kingdom,,,,,,N,N,N,Y,Y,16,16,7,8
Hieracium_perscitum,,,K_117151,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,10,10
Hieracium_perscitum,,,K_117184,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,10,10
Hieracium_snowdoniense,,,K_227281,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,9,10
Hieracium_snowdoniense,,,K_261456,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,8,8
Hieracium_stewartii,,,K_331825,Ireland,,,,,,N,N,N,Y,Y,15,15,15,15
Hieracium_zygophorum,,,K_238902,United-Kingdom,,,,,,N,Y,N,Y,Y,15,15,15,17
Hieracium_zygophorum,,,K_238902,United-Kingdom,,,,,,N,N,N,Y,Y,15,15,23,34
Holosteum_marginatum,,,K_340531,Georgia,,,,,,N,N,N,Y,N,10,10,15,20
Holosteum_marginatum,,,K_340531,Georgia,,,,,,N,N,N,Y,N,15,15,16,20
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,Y,N,Y,N,15,15,4,10
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,N,N,Y,Y,15,15,3,9
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,N,N,Y,Y,16,16,8,20
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,Y,N,Y,Y,16,16,2,10
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,Y,N,Y,N,20,20,9,10
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,N,N,Y,N,21,21,18,20
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,N,N,Y,N,21,21,18,20
Horminum_pyrenaicum,,,K_27023,France,,,,,,N,N,N,Y,N,21,21,6,20
Hyssopus_angustifolius,,,K_371092,Georgia,,,,,,N,N,N,Y,N,15,15,16,16
Hyssopus_angustifolius,,,K_371092,Georgia,,,,,,N,Y,N,Y,N,15,15,18,18
Hyssopus_angustifolius,,,K_371092,Georgia,,,,,,N,Y,N,Y,N,20,20,20,20
Hyssopus_angustifolius,,,K_371092,Georgia,,,,,,N,N,N,Y,N,20,20,15,18
Juncus_balticus,,,K_122881,United-Kingdom,,,,,,N,N,N,Y,N,15,15,11,20
