ID,Days,Germinated,Tmax,Tmin,Light
9.65,60,6,20,5,0
9.65,60,4,20,5,0
9.66,60,7,20,5,0
9.66,60,8,20,5,0
9.66,60,8,20,5,0
9.67,60,21,20,5,0
9.67,60,22,20,5,0
9.67,60,23,20,5,0
9.68,60,8,20,5,0
9.68,60,4,20,5,0
9.68,60,10,20,5,0
9.69,60,4,20,5,0
9.69,60,2,20,5,0
9.69,60,7,20,5,0
10.01,60,48,20,5,0
10.01,60,46,20,5,0
10.01,60,37,20,5,0
10.02,60,39,20,5,0
10.02,60,39,20,5,0
10.02,60,36,20,5,0
10.03,60,43,20,5,0
10.03,60,49,20,5,0
10.03,60,42,20,5,0
10.04,60,43,20,5,0
10.04,60,42,20,5,0
10.04,60,58,20,5,0
10.05,60,51,20,5,0
10.05,60,51,20,5,0
10.05,60,48,20,5,0
10.06,60,42,20,5,0
10.06,60,43,20,5,0
10.06,60,45,20,5,0
10.07,60,45,20,5,0
10.07,60,40,20,5,0
10.07,60,49,20,5,0
10.08,60,0,20,5,0
10.08,60,0,20,5,0
10.08,60,0,20,5,0
10.09,60,46,20,5,0
10.09,60,37,20,5,0
10.09,60,38,20,5,0
10.1,60,41,20,5,0
10.1,60,44,20,5,0
10.1,60,47,20,5,0
10.11,60,45,20,5,0
10.11,60,42,20,5,0
10.11,60,38,20,5,0
10.12,60,84,20,5,0
10.12,60,86,20,5,0
10.12,60,82,20,5,0
10.13,60,41,20,5,0
10.13,60,41,20,5,0
10.13,60,33,20,5,0
10.14,60,38,20,5,0
10.14,60,44,20,5,0
10.14,60,26,20,5,0
10.15,60,47,20,5,0
10.15,60,48,20,5,0
10.15,60,34,20,5,0
10.16,60,9,20,5,0
10.16,60,6,20,5,0
10.16,60,7,20,5,0
10.17,60,43,20,5,0
10.17,60,46,20,5,0
10.17,60,46,20,5,0
10.19,60,0,20,5,0
10.19,60,1,20,5,0
10.19,60,0,20,5,0
10.2,60,48,20,5,0
10.2,60,47,20,5,0
10.2,60,47,20,5,0
10.21,60,54,20,5,0
10.21,60,45,20,5,0
10.21,60,35,20,5,0
10.22,60,8,20,5,0
10.22,60,11,20,5,0
10.22,60,4,20,5,0
10.23,60,47,20,5,0
10.23,60,47,20,5,0
10.23,60,47,20,5,0
10.24,60,0,20,5,0
10.24,60,0,20,5,0
10.24,60,0,20,5,0
10.25,60,46,20,5,0
10.25,60,34,20,5,0
10.25,60,35,20,5,0
10.26,60,2,20,5,0
10.26,60,4,20,5,0
10.26,60,0,20,5,0
10.27,60,31,20,5,0
10.27,60,23,20,5,0
10.27,60,26,20,5,0
10.28,60,31,20,5,0
10.28,60,36,20,5,0
10.28,60,33,20,5,0
10.29,60,7,20,5,0
10.29,60,2,20,5,0
10.29,60,11,20,5,0
10.3,60,50,20,5,0
10.3,60,47,20,5,0
10.3,60,49,20,5,0
10.31,60,49,20,5,0
10.31,60,50,20,5,0
10.31,60,51,20,5,0
10.32,60,15,20,5,0
10.32,60,28,20,5,0
10.32,60,22,20,5,0
10.33,60,45,20,5,0
10.33,60,43,20,5,0
10.33,60,47,20,5,0
10.34,60,13,20,5,0
10.34,60,14,20,5,0
10.34,60,11,20,5,0
10.35,60,38,20,5,0
10.35,60,37,20,5,0
10.35,60,36,20,5,0
10.36,60,46,20,5,0
10.36,60,59,20,5,0
10.36,60,46,20,5,0
10.37,60,47,20,5,0
10.37,60,45,20,5,0
10.37,60,44,20,5,0
10.38,60,45,20,5,0
10.38,60,47,20,5,0
10.38,60,46,20,5,0
10.39,60,44,20,5,0
10.39,60,38,20,5,0
10.39,60,44,20,5,0
10.4,60,23,20,5,0
10.4,60,16,20,5,0
10.4,60,29,20,5,0
10.41,60,38,20,5,0
10.41,60,34,20,5,0
10.41,60,38,20,5,0
10.42,60,54,20,5,0
10.42,60,43,20,5,0
10.42,60,38,20,5,0
10.43,60,34,20,5,0
10.43,60,47,20,5,0
10.43,60,31,20,5,0
10.44,60,58,20,5,0
10.44,60,56,20,5,0
10.44,60,54,20,5,0
10.45,60,50,20,5,0
10.45,60,50,20,5,0
10.45,60,50,20,5,0
10.46,60,25,20,5,0
10.46,60,22,20,5,0
10.46,60,19,20,5,0
10.47,60,45,20,5,0
10.47,60,49,20,5,0
10.47,60,40,20,5,0
10.48,60,47,20,5,0
10.48,60,49,20,5,0
10.48,60,46,20,5,0
10.49,60,38,20,5,0
10.49,60,33,20,5,0
10.49,60,43,20,5,0
10.5,60,37,20,5,0
10.5,60,48,20,5,0
10.5,60,48,20,5,0
10.51,60,30,20,5,0
10.51,60,43,20,5,0
10.51,60,33,20,5,0
10.52,60,51,20,5,0
10.52,60,46,20,5,0
10.52,60,50,20,5,0
10.53,60,53,20,5,0
10.53,60,51,20,5,0
10.53,60,55,20,5,0
10.54,60,0,20,5,0
10.54,60,3,20,5,0
10.54,60,2,20,5,0
10.55,60,34,20,5,0
10.55,60,35,20,5,0
10.55,60,32,20,5,0
10.56,60,13,20,5,0
10.56,60,2,20,5,0
10.56,60,8,20,5,0
10.57,60,46,20,5,0
10.57,60,56,20,5,0
10.57,60,50,20,5,0
10.58,60,26,20,5,0
10.58,60,23,20,5,0
10.58,60,25,20,5,0
10.59,60,47,20,5,0
10.59,60,48,20,5,0
10.59,60,48,20,5,0
10.6,60,47,20,5,0
10.6,60,47,20,5,0
10.6,60,47,20,5,0
10.61,60,45,20,5,0
10.61,60,50,20,5,0
10.61,60,46,20,5,0
10.62,60,30,20,5,0
10.62,60,37,20,5,0
10.62,60,20,20,5,0
10.65,60,22,20,5,0
10.65,60,23,20,5,0
10.65,60,18,20,5,0
11.04,60,2,20,5,0
11.04,60,2,20,5,0
11.04,60,1,20,5,0
11.05,60,0,20,5,0
11.05,60,1,20,5,0
11.05,60,0,20,5,0
11.06,60,1,20,5,0
11.06,60,0,20,5,0
11.06,60,0,20,5,0
11.07,60,4,20,5,0
11.07,60,1,20,5,0
11.07,60,4,20,5,0
11.08,60,4,20,5,0
11.08,60,1,20,5,0
11.08,60,8,20,5,0
11.09,60,2,20,5,0
11.09,60,0,20,5,0
11.09,60,0,20,5,0
11.1,60,39,20,5,0
11.1,60,34,20,5,0
11.1,60,33,20,5,0
12.06,60,1,20,5,0
12.06,60,2,20,5,0
12.06,60,2,20,5,0
13.01,60,23,20,5,0
13.01,60,20,20,5,0
13.01,60,25,20,5,0
13.02,60,12,20,5,0
13.02,60,11,20,5,0
13.02,60,8,20,5,0
13.03,60,21,20,5,0
13.03,60,13,20,5,0
13.03,60,18,20,5,0
13.06,60,33,20,5,0
13.06,60,27,20,5,0
13.06,60,29,20,5,0
13.07,60,19,20,5,0
13.07,60,31,20,5,0
13.07,60,28,20,5,0
13.08,60,23,20,5,0
13.08,60,38,20,5,0
13.08,60,28,20,5,0
13.09,60,1,20,5,0
13.09,60,0,20,5,0
13.09,60,0,20,5,0
13.1,60,38,20,5,0
13.1,60,46,20,5,0
13.1,60,44,20,5,0
13.11,60,19,20,5,0
13.11,60,16,20,5,0
13.11,60,12,20,5,0
13.12,60,73,20,5,0
13.12,60,88,20,5,0
13.12,60,60,20,5,0
13.13,60,46,20,5,0
13.13,60,41,20,5,0
13.13,60,46,20,5,0
13.15,60,1,20,5,0
13.15,60,1,20,5,0
13.15,60,2,20,5,0
13.14,60,3,20,5,0
13.14,60,3,20,5,0
13.14,60,2,20,5,0
13.16,60,29,20,5,0
13.16,60,30,20,5,0
13.16,60,20,20,5,0
13.17,60,49,20,5,0
13.17,60,45,20,5,0
13.17,60,40,20,5,0
13.18,60,0,20,5,0
13.18,60,0,20,5,0
13.18,60,0,20,5,0
13.19,60,30,20,5,0
13.19,60,20,20,5,0
13.19,60,31,20,5,0
13.2,60,15,20,5,0
13.2,60,16,20,5,0
13.2,60,15,20,5,0
13.21,60,48,20,5,0
13.21,60,50,20,5,0
13.21,60,40,20,5,0
13.23,60,36,20,5,0
13.23,60,30,20,5,0
13.23,60,22,20,5,0
13.24,60,31,20,5,0
13.24,60,40,20,5,0
13.24,60,31,20,5,0
13.25,60,41,20,5,0
13.25,60,48,20,5,0
13.25,60,50,20,5,0
13.27,60,50,20,5,0
13.27,60,49,20,5,0
13.27,60,50,20,5,0
13.28,60,0,20,5,0
13.28,60,0,20,5,0
13.28,60,0,20,5,0
13.29,60,0,20,5,0
13.29,60,0,20,5,0
13.29,60,0,20,5,0
13.31,60,75,20,5,0
13.31,60,74,20,5,0
13.31,60,74,20,5,0
13.32,60,9,20,5,0
13.32,60,20,20,5,0
13.32,60,17,20,5,0
13.33,60,0,20,5,0
13.33,60,0,20,5,0
13.33,60,0,20,5,0
13.34,60,6,20,5,0
13.34,60,8,20,5,0
13.34,60,6,20,5,0
13.35,60,36,20,5,0
13.35,60,45,20,5,0
13.35,60,43,20,5,0
13.36,60,46,20,5,0
13.36,60,49,20,5,0
13.36,60,45,20,5,0
13.37,60,24,20,5,0
13.37,60,28,20,5,0
13.37,60,23,20,5,0
13.38,60,37,20,5,0
13.38,60,38,20,5,0
13.38,60,39,20,5,0
13.39,60,50,20,5,0
13.39,60,49,20,5,0
13.39,60,53,20,5,0
13.41,60,31,20,5,0
13.41,60,34,20,5,0
13.41,60,34,20,5,0
13.43,60,43,20,5,0
13.43,60,40,20,5,0
13.43,60,39,20,5,0
13.44,60,42,20,5,0
13.44,60,35,20,5,0
13.44,60,38,20,5,0
13.45,60,6,20,5,0
13.45,60,4,20,5,0
13.45,60,3,20,5,0
13.46,60,0,20,5,0
13.46,60,0,20,5,0
13.46,60,0,20,5,0
13.47,60,0,20,5,0
13.47,60,0,20,5,0
13.47,60,0,20,5,0
13.48,60,45,20,5,0
13.48,60,48,20,5,0
13.48,60,51,20,5,0
13.49,60,41,20,5,0
13.49,60,48,20,5,0
13.49,60,73,20,5,0
13.5,60,5,20,5,0
13.5,60,3,20,5,0
13.5,60,6,20,5,0
13.51,60,0,20,5,0
13.51,60,0,20,5,0
13.51,60,0,20,5,0
13.52,60,20,20,5,0
13.52,60,32,20,5,0
13.52,60,24,20,5,0
13.53,60,40,20,5,0
13.53,60,40,20,5,0
13.53,60,34,20,5,0
13.54,60,46,20,5,0
13.54,60,40,20,5,0
13.54,60,38,20,5,0
13.55,60,7,20,5,0
13.55,60,12,20,5,0
13.55,60,7,20,5,0
13.56,60,10,20,5,0
13.56,60,16,20,5,0
13.56,60,9,20,5,0
13.57,60,24,20,5,0
13.57,60,26,20,5,0
13.57,60,23,20,5,0
13.58,60,84,20,5,0
13.58,60,83,20,5,0
13.58,60,79,20,5,0
13.59,60,48,20,5,0
13.59,60,34,20,5,0
13.59,60,29,20,5,0
13.6,60,0,20,5,0
13.6,60,0,20,5,0
13.6,60,0,20,5,0
13.61,60,26,20,5,0
13.61,60,27,20,5,0
13.61,60,26,20,5,0
13.62,60,42,20,5,0
13.62,60,45,20,5,0
13.62,60,44,20,5,0
13.63,60,0,20,5,0
13.63,60,0,20,5,0
13.63,60,0,20,5,0
13.64,60,0,20,5,0
13.64,60,2,20,5,0
13.64,60,2,20,5,0
13.65,60,56,20,5,0
13.65,60,59,20,5,0
13.65,60,63,20,5,0
13.66,60,45,20,5,0
13.66,60,39,20,5,0
13.66,60,38,20,5,0
13.67,60,3,20,5,0
13.67,60,1,20,5,0
13.67,60,0,20,5,0
13.68,60,0,20,5,0
13.68,60,1,20,5,0
13.68,60,3,20,5,0
13.69,60,38,20,5,0
13.69,60,48,20,5,0
13.69,60,40,20,5,0
13.7,60,48,20,5,0
13.7,60,50,20,5,0
13.7,60,49,20,5,0
13.71,60,18,20,5,0
13.71,60,14,20,5,0
13.71,60,19,20,5,0
13.72,60,0,20,5,0
13.72,60,1,20,5,0
13.72,60,0,20,5,0
13.73,60,26,20,5,0
13.73,60,17,20,5,0
13.73,60,18,20,5,0
13.74,60,41,20,5,0
13.74,60,44,20,5,0
13.74,60,44,20,5,0
13.74,60,59,20,5,0
13.74,60,43,20,5,0
13.74,60,41,20,5,0
13.75,60,44,20,5,0
13.75,60,41,20,5,0
13.75,60,38,20,5,0
13.76,60,0,20,5,0
13.76,60,0,20,5,0
13.76,60,0,20,5,0
13.77,60,24,20,5,0
13.77,60,23,20,5,0
13.77,60,35,20,5,0
13.79,60,50,20,5,0
13.79,60,51,20,5,0
13.79,60,48,20,5,0
13.8,60,7,20,5,0
13.8,60,10,20,5,0
13.8,60,9,20,5,0
13.81,60,44,20,5,0
13.81,60,38,20,5,0
13.81,60,41,20,5,0
13.82,60,47,20,5,0
13.82,60,46,20,5,0
13.82,60,41,20,5,0
13.83,60,42,20,5,0
13.83,60,42,20,5,0
13.83,60,43,20,5,0
13.84,60,21,20,5,0
13.84,60,21,20,5,0
13.84,60,25,20,5,0
13.85,60,53,20,5,0
13.85,60,50,20,5,0
13.85,60,46,20,5,0
13.86,60,37,20,5,0
13.86,60,40,20,5,0
13.86,60,37,20,5,0
13.87,60,22,20,5,0
13.87,60,41,20,5,0
13.87,60,28,20,5,0
13.9,60,30,20,5,0
13.9,60,30,20,5,0
13.9,60,22,20,5,0
13.91,60,27,20,5,0
13.91,60,34,20,5,0
13.91,60,30,20,5,0
13.97,60,17,20,5,0
13.97,60,15,20,5,0
13.97,60,17,20,5,0
15.09,60,16,20,5,0
15.09,60,10,20,5,0
15.09,60,16,20,5,0
15.1,60,1,20,5,0
15.1,60,0,20,5,0
15.1,60,0,20,5,0
15.12,60,8,20,5,0
15.12,60,14,20,5,0
15.12,60,11,20,5,0
15.13,60,1,20,5,0
15.13,60,1,20,5,0
15.13,60,0,20,5,0
15.14,60,0,20,5,0
15.14,60,2,20,5,0
15.14,60,1,20,5,0
15.15,60,0,20,5,0
15.15,60,0,20,5,0
15.15,60,0,20,5,0
15.16,60,6,20,5,0
15.16,60,8,20,5,0
15.16,60,3,20,5,0
15.17,60,0,20,5,0
15.17,60,0,20,5,0
15.17,60,0,20,5,0
15.18,60,3,20,5,0
15.18,60,2,20,5,0
15.18,60,6,20,5,0
16.01,60,11,20,5,0
16.01,60,18,20,5,0
16.01,60,4,20,5,0
16.02,60,21,20,5,0
16.02,60,12,20,5,0
16.02,60,16,20,5,0
16.03,60,3,20,5,0
16.03,60,2,20,5,0
16.03,60,0,20,5,0
16.04,60,21,20,5,0
16.04,60,18,20,5,0
16.04,60,15,20,5,0
16.05,60,7,20,5,0
16.05,60,11,20,5,0
16.05,60,11,20,5,0
17.21,60,0,20,5,0
17.21,60,0,20,5,0
17.21,60,0,20,5,0
17.29,60,0,20,5,0
17.29,60,1,20,5,0
17.29,60,0,20,5,0
17.3,60,0,20,5,0
17.3,60,0,20,5,0
17.3,60,0,20,5,0
17.31,60,0,20,5,0
17.31,60,0,20,5,0
17.31,60,3,20,5,0
19.01,60,23,20,5,0
19.01,60,25,20,5,0
19.01,60,22,20,5,0
19.02,60,11,20,5,0
19.02,60,9,20,5,0
19.02,60,10,20,5,0
19.03,60,2,20,5,0
19.03,60,0,20,5,0
19.03,60,2,20,5,0
19.04,60,40,20,5,0
19.04,60,34,20,5,0
19.04,60,45,20,5,0
19.05,60,34,20,5,0
19.05,60,29,20,5,0
19.05,60,26,20,5,0
19.06,60,0,20,5,0
19.06,60,0,20,5,0
19.06,60,0,20,5,0
19.08,60,13,20,5,0
19.08,60,11,20,5,0
19.08,60,10,20,5,0
19.1,60,0,20,5,0
19.1,60,0,20,5,0
19.1,60,0,20,5,0
19.12,60,0,20,5,0
19.12,60,2,20,5,0
19.12,60,1,20,5,0
19.13,60,4,20,5,0
19.13,60,6,20,5,0
19.13,60,4,20,5,0
19.14,60,21,20,5,0
19.14,60,25,20,5,0
19.14,60,25,20,5,0
19.15,60,4,20,5,0
19.15,60,2,20,5,0
19.15,60,3,20,5,0
19.16,60,43,20,5,0
19.16,60,46,20,5,0
19.16,60,42,20,5,0
19.21,60,52,20,5,0
19.21,60,43,20,5,0
19.21,60,47,20,5,0
19.22,60,0,20,5,0
19.22,60,0,20,5,0
19.22,60,0,20,5,0
19.24,60,10,20,5,0
19.24,60,24,20,5,0
19.24,60,7,20,5,0
19.27,60,3,20,5,0
19.27,60,0,20,5,0
19.27,60,6,20,5,0
19.28,60,0,20,5,0
19.28,60,0,20,5,0
19.28,60,0,20,5,0
19.31,60,27,20,5,0
19.31,60,25,20,5,0
19.31,60,31,20,5,0
19.33,60,5,20,5,0
19.33,60,5,20,5,0
19.33,60,4,20,5,0
19.34,60,1,20,5,0
13.34,60,5,20,5,0
13.34,60,7,20,5,0
19.35,60,40,20,5,0
19.35,60,38,20,5,0
19.35,60,36,20,5,0
19.36,60,0,20,5,0
19.36,60,0,20,5,0
19.36,60,0,20,5,0
19.37,60,7,20,5,0
19.37,60,1,20,5,0
19.37,60,11,20,5,0
19.38,60,9,20,5,0
19.38,60,6,20,5,0
19.38,60,6,20,5,0
19.39,60,0,20,5,0
19.39,60,0,20,5,0
19.39,60,0,20,5,0
19.4,60,1,20,5,0
19.4,60,0,20,5,0
19.4,60,0,20,5,0
19.42,60,3,20,5,0
19.42,60,0,20,5,0
19.42,60,0,20,5,0
19.46,60,17,20,5,0
19.46,60,20,20,5,0
19.46,60,19,20,5,0
19.47,60,13,20,5,0
19.47,60,9,20,5,0
19.47,60,14,20,5,0
19.48,60,0,20,5,0
19.48,60,0,20,5,0
19.48,60,0,20,5,0
19.49,60,20,20,5,0
19.49,60,18,20,5,0
19.49,60,12,20,5,0
19.5,60,27,20,5,0
19.5,60,20,20,5,0
19.5,60,26,20,5,0
19.51,60,24,20,5,0
19.51,60,14,20,5,0
19.51,60,22,20,5,0
19.52,60,15,20,5,0
19.52,60,11,20,5,0
19.52,60,12,20,5,0
19.53,60,30,20,5,0
19.53,60,25,20,5,0
19.53,60,29,20,5,0
19.54,60,18,20,5,0
19.54,60,18,20,5,0
19.54,60,18,20,5,0
19.58,60,35,20,5,0
19.58,60,26,20,5,0
19.58,60,28,20,5,0
19.59,60,1,20,5,0
19.59,60,1,20,5,0
19.59,60,0,20,5,0
19.6,60,10,20,5,0
19.6,60,9,20,5,0
19.6,60,4,20,5,0
19.62,60,0,20,5,0
19.62,60,0,20,5,0
19.62,60,0,20,5,0
19.63,60,42,20,5,0
19.63,60,37,20,5,0
19.63,60,39,20,5,0
19.64,60,30,20,5,0
19.64,60,33,20,5,0
19.64,60,42,20,5,0
19.65,60,32,20,5,0
19.65,60,25,20,5,0
19.65,60,18,20,5,0
19.67,60,1,20,5,0
19.67,60,1,20,5,0
19.67,60,1,20,5,0
19.68,60,48,20,5,0
19.68,60,43,20,5,0
19.68,60,50,20,5,0
19.69,60,6,20,5,0
19.69,60,9,20,5,0
19.69,60,10,20,5,0
21.01,60,44,20,5,0
21.01,60,38,20,5,0
21.01,60,44,20,5,0
21.09,60,17,20,5,0
21.09,60,21,20,5,0
21.09,60,32,20,5,0
21.1,60,42,20,5,0
21.1,60,36,20,5,0
21.1,60,25,20,5,0
21.11,60,43,20,5,0
21.11,60,46,20,5,0
21.11,60,49,20,5,0
21.13,60,48,20,5,0
21.13,60,47,20,5,0
21.13,60,49,20,5,0
21.14,60,47,20,5,0
21.14,60,45,20,5,0
21.14,60,51,20,5,0
21.16,60,48,20,5,0
21.16,60,48,20,5,0
21.16,60,35,20,5,0
21.17,60,46,20,5,0
21.17,60,47,20,5,0
21.17,60,49,20,5,0
21.18,60,42,20,5,0
21.18,60,37,20,5,0
21.18,60,29,20,5,0
21.19,60,47,20,5,0
21.19,60,39,20,5,0
21.19,60,50,20,5,0
21.2,60,25,20,5,0
21.2,60,17,20,5,0
21.2,60,20,20,5,0
21.21,60,25,20,5,0
21.21,60,30,20,5,0
21.21,60,25,20,5,0
21.22,60,48,20,5,0
21.22,60,51,20,5,0
21.22,60,49,20,5,0
21.23,60,13,20,5,0
21.23,60,8,20,5,0
21.23,60,8,20,5,0
21.24,60,24,20,5,0
21.24,60,13,20,5,0
21.24,60,8,20,5,0
21.25,60,5,20,5,0
21.25,60,5,20,5,0
21.25,60,4,20,5,0
21.26,60,12,20,5,0
21.26,60,11,20,5,0
21.26,60,6,20,5,0
21.27,60,38,20,5,0
21.27,60,39,20,5,0
21.27,60,43,20,5,0
24.09,60,1,20,5,0
24.09,60,1,20,5,0
24.09,60,0,20,5,0
25.17,60,1,20,5,0
25.17,60,1,20,5,0
25.17,60,0,20,5,0
25.2,60,0,20,5,0
25.2,60,0,20,5,0
25.2,60,0,20,5,0
25.22,60,6,20,5,0
25.22,60,5,20,5,0
25.22,60,6,20,5,0
25.23,60,30,20,5,0
25.23,60,25,20,5,0
25.23,60,31,20,5,0
25.24,60,14,20,5,0
25.24,60,18,20,5,0
25.24,60,15,20,5,0
25.26,60,1,20,5,0
25.26,60,1,20,5,0
25.26,60,0,20,5,0
25.27,60,0,20,5,0
25.27,60,0,20,5,0
25.27,60,0,20,5,0
25.28,60,0,20,5,0
25.28,60,0,20,5,0
25.28,60,0,20,5,0
25.29,60,0,20,5,0
25.29,60,0,20,5,0
25.29,60,0,20,5,0
25.3,60,0,20,5,0
25.3,60,0,20,5,0
25.3,60,1,20,5,0
25.31,60,0,20,5,0
25.31,60,0,20,5,0
25.31,60,0,20,5,0
25.32,60,1,20,5,0
25.32,60,0,20,5,0
25.32,60,1,20,5,0
26.01,60,21,20,5,0
26.01,60,31,20,5,0
26.01,60,30,20,5,0
26.02,60,1,20,5,0
26.02,60,4,20,5,0
26.02,60,2,20,5,0
26.03,60,20,20,5,0
26.03,60,20,20,5,0
26.03,60,9,20,5,0
26.06,60,15,20,5,0
26.06,60,23,20,5,0
26.06,60,22,20,5,0
26.07,60,8,20,5,0
26.07,60,13,20,5,0
26.07,60,8,20,5,0
26.08,60,27,20,5,0
26.08,60,20,20,5,0
26.08,60,23,20,5,0
26.09,60,11,20,5,0
26.09,60,11,20,5,0
26.09,60,6,20,5,0
26.1,60,1,20,5,0
26.1,60,5,20,5,0
26.1,60,1,20,5,0
26.11,60,12,20,5,0
26.11,60,16,20,5,0
26.11,60,4,20,5,0
26.12,60,20,20,5,0
26.12,60,28,20,5,0
26.12,60,24,20,5,0
26.13,60,6,20,5,0
26.13,60,3,20,5,0
26.13,60,4,20,5,0
26.14,60,5,20,5,0
26.14,60,7,20,5,0
26.14,60,4,20,5,0
26.15,60,13,20,5,0
26.15,60,7,20,5,0
26.15,60,8,20,5,0
26.16,60,4,20,5,0
26.16,60,9,20,5,0
26.16,60,8,20,5,0
26.17,60,1,20,5,0
26.17,60,1,20,5,0
26.17,60,2,20,5,0
26.18,60,29,20,5,0
26.18,60,31,20,5,0
26.18,60,23,20,5,0
26.19,60,6,20,5,0
26.19,60,10,20,5,0
26.19,60,6,20,5,0
27.12,60,0,20,5,0
27.12,60,0,20,5,0
27.12,60,0,20,5,0
27.28,60,26,20,5,0
27.28,60,30,20,5,0
27.28,60,26,20,5,0
27.29,60,21,20,5,0
27.29,60,22,20,5,0
27.29,60,11,20,5,0
29.35,60,0,20,5,0
29.35,60,0,20,5,0
29.35,60,0,20,5,0
29.36,60,0,20,5,0
29.36,60,0,20,5,0
29.36,60,0,20,5,0
29.37,60,0,20,5,0
29.37,60,0,20,5,0
29.37,60,0,20,5,0
33.01,60,50,20,5,0
33.01,60,50,20,5,0
33.01,60,49,20,5,0
51.02,60,0,20,5,0
51.02,60,0,20,5,0
51.02,60,0,20,5,0
51.03,60,0,20,5,0
51.03,60,0,20,5,0
51.03,60,2,20,5,0
51.04,60,1,20,5,0
51.04,60,0,20,5,0
51.04,60,1,20,5,0
51.08,60,15,20,5,0
51.08,60,12,20,5,0
51.08,60,7,20,5,0
51.09,60,20,20,5,0
51.09,60,14,20,5,0
51.09,60,16,20,5,0
51.17,60,0,20,5,0
51.17,60,7,20,5,0
51.17,60,0,20,5,0
51.18,60,0,20,5,0
51.18,60,2,20,5,0
51.18,60,1,20,5,0
51.19,60,0,20,5,0
51.19,60,0,20,5,0
51.19,60,0,20,5,0
51.21,60,0,20,5,0
51.21,60,0,20,5,0
51.21,60,0,20,5,0
51.23,60,0,20,5,0
51.23,60,1,20,5,0
51.23,60,0,20,5,0
51.25,60,0,20,5,0
51.25,60,3,20,5,0
51.25,60,1,20,5,0
51.26,60,8,20,5,0
51.26,60,5,20,5,0
51.26,60,4,20,5,0
51.27,60,0,20,5,0
51.27,60,0,20,5,0
51.27,60,0,20,5,0
51.29,60,37,20,5,0
51.29,60,29,20,5,0
51.29,60,35,20,5,0
51.32,60,38,20,5,0
51.32,60,36,20,5,0
