ID,Family,Genus,Species,Life form,Longivity,dispersal mode,alditude (m)
507,Apiaceae,Angelica L.,Angelica laxifoliata Diels,F,P,wind,2000
505,Apiaceae,Angelica L.,Angelica wulsiniana Wolff,F,P,wind,3100
30,Apiaceae,Anthriscus Hoffm.,Anthriscus sylvestris (L.) Hoffm.,F,B/P,wind,2700
852,Apiaceae,Bupleurum Linn.,Bupleurum commelynoideum ,F,P,unassisted,3550
353,Apiaceae,Bupleurum Linn.,Bupleurum commelynoideum Var. flaviflorum ,F,P,unassisted,2100
520,Apiaceae,Bupleurum Linn.,Bupleurum pusillum,F,P,unassisted,3100
592,Apiaceae,Bupleurum Linn.,Bupleurum smithii var. parvifolium,F,P,unassisted,3500
24.02,Apiaceae,Carlesia Dunn,Carlesia sinensis Dunn,F,P,unassisted,2700
24.03,Apiaceae,Carlesia Dunn,Carlesia sp.,F,P,unassisted,3456
1282,Apiaceae,Carum L.,Carum buriaticum ,F,P,unassisted,2100
24.04,Apiaceae,Carum L.,Carum buriaticum,F,P,unassisted,3500
24.06,Apiaceae,Carum L.,Carum carvi L.,F,P,unassisted,3050
24.07,Apiaceae,Daucus Linn.,Daucus carota,F,B,unassisted,3050
812,Apiaceae,Heracleum linn.,Heracleum millefolium ,F,P,wind,3050
395,Apiaceae,Heracleum linn.,Heracleum mollendorffii ,F,P,wind,2200
351,Apiaceae,Heracleum linn.,Heracleum yungningense,F,P,wind,2100
323,Apiaceae,Ligusticum Linn.,Ligusticum sp,F,P,wind,3000
548,Apiaceae,Ligusticum Linn.,Ligusticum thomsonii C.B.Clarke,F,P,wind,3100
486,Apiaceae,Notopterygium Boiss,Netoptergium forbesii de Boiss.,F,P,wind,2000
51.13,Apiaceae,Notopterygium Boiss,Notopterygium incisum Ting(ex Chang),F,P,wind,3500
201,Apiaceae,Peucedanum L.,Peucedanum praeruptorum Dunn,F,P,wind,2400
1189,Apiaceae,Peucedanum L.,Peucedanum sp,F,P,wind,2500
1308,Apiaceae,Pimpinella L?,Pimpinella smithii Wolff,F,P,unassisted,2300
24.09,Apiaceae,Pleurospermum Hoffm.,Pleurospermum camtschatium Hoffm.,F,P,unassisted,3500
89,Apiaceae,Pleurospermum Hoffm.,Pleurospermum crassicaule Woff,F,P,unassisted,3300
709,Apiaceae,Pleurospermum Hoffm.,Pleurospermum prattii Woff,F,P,unassisted,3850
24.05,Apiaceae,Saposhnikovia Schischk.,Saposhnikovia divaricata(Turcz.)Schischk.,F,P,wind,3300
13.28,Apiaceae,Seseli L.,Seseli seseloides(Fisch.et Mey.),F,P,wind,2250
60.09,Apiaceae,Seseli L.,Seseli squarrulosum,F,P,wind,2200
26,Apiaceae,Sphallerocarpus Bess.ex DC.,Sphallerocarpus gracilis (Bess.) K.-Pol,F,P,unassisted,2700
51.03,Apiaceae,Torilis Adans,Torilis scabra,F,A/P,wind,2400
408,Apiaceae,,Apiaceae sp.,F,P,wind,2200
,Araliaceae,Acanthopanax(Deche.et Planch.)Miq.,Acanthopanax senticosus,w,P,unassisted,3000
,Araliaceae,Acanthopanax(Deche.et Planch.)Miq.,Acanthopanax setchuenensis,w,P,unassisted,3000
287,Asteraceae,Achillea L.,Achillea acuminata(Ledeb.)Sch.-Bip.,F,P,wind,3000
13.57,Asteraceae,Ajania Poljark.,Ajania fruticolosa(Ledeb.)Poljark.,w,P,wind,2600
13.74,Asteraceae,Ajania Poljark.,Ajania sp.,w,P,wind,3100
13.66,Asteraceae,Ajania Poljark.,Ajania tenuifolia (Jacq.) Tzvel.,F,P,wind,3050
1286,Asteraceae,Anaphalis DC.,Anaphalis hancockii Maxim.,F,P,wind,2800
666,Asteraceae,Anaphalis DC.,Anaphalis lactea Maxim.,F,P,wind,3500
924,Asteraceae,Anaphalis DC.,Anaphalis margaritacea(Linn.)Benth.et Hook.f.,F,P,wind,2200
13.24,Asteraceae,Artemisia Linn.,Artemisia desetorum Spreng.,F,P,wind,3100
13.03,Asteraceae,Artemisia Linn.,Artemisia gmelinii Web.ex Stechm ,F,P,wind,2300
13.27,Asteraceae,Artemisia Linn.,Artemisia hedinii Ostenf.,F,A,wind,3450
13.21,Asteraceae,Artemisia Linn.,Artemisia siversiana Ehrhart ex Willd.,F,A/B,wind,2400
1002,Asteraceae,Artemisia Linn.,Artemisia sp.,F,P,wind,3600
13.71,Asteraceae,Aster Linn.,Aster alpinus Linn.,F,P,wind,4000
13.11,Asteraceae,Aster Linn.,Aster sp1.,F,P,wind,3100
13.43,Asteraceae,Aster Linn.,Aster sp2.,F,P,wind,3500
13.07,Asteraceae,Aster Linn.,Aster sp3.,F,P,wind,2200
60.02,Asteraceae,Aster Linn.,Aster sp4.,F,P,wind,2400
1314,Asteraceae,Aster Linn.,Aster sp5.,F,P,wind,2300
13.82,Asteraceae,Cacalia Linn.,Cacalia deltophylla(Maxim.)Mattf.,F,P,wind,3000
13.8,Asteraceae,Cacalia Linn.,Cacalia roborowskii(Maxim.)Ling,F,P,wind,2300
13.06,Asteraceae,Cacalia Linn.,Cacalia sp1,F,P,wind,2700
13.68,Asteraceae,Cacalia Linn.,Cacalia sp2,F,P,wind,2000
1064,Asteraceae,Cacalia Linn.,Cacalia tangutica ,F,P,wind,2600
13.02,Asteraceae,Carduus Linn.,Carduus crispus ,F,A/B,wind,2400
13.15,Asteraceae,Carduus Linn.,Carduus sp.,F,A/B,wind,3520
13.38,Asteraceae,Carpesium Linn.,Carpesium cernuum Linn.,F,P,wind,2800
360,Asteraceae,Carpesium Linn.,Carpesium lipskyi Winkl,F,P,wind,2100
51.14,Asteraceae,Cephalanoplos Necker,Cephalanoplos segetum,F,P,wind,2950
13.48,Asteraceae,Cirsium Mill.,Cirsium japonicum,F,P,wind,2900
1007,Asteraceae,Cirsium Mill.,Cirsium leo Nakai et Kitag.,F,P,wind,3600
257,Asteraceae,Cirsium Mill.,Cirsium shansiense Petrak,F,P,wind,2800
13.52,Asteraceae,Cremanthodium Benth.,Cremanthodium brunneopilosum,F,P,wind,3450
13.36,Asteraceae,Cremanthodium Benth.,Cremanthodium Lineare Maxim.,F,P,wind,3600
13.39,Asteraceae,Erigeron Linn.,Erigeron acer Linn.,F,B,wind,3300
13.72,Asteraceae,Erigeron Linn.,Erigeron sp,F,B,wind,2940
51,Asteraceae,Heteropappus Less.,Heteropappus crenatifolius (Hand.-Mazz.) Griers,F,A/B,wind,2900
13.55,Asteraceae,Heteropappus Less.,Heteropappus hispidus(Thunb.)Less.,F,A/B,wind,2800
915,Asteraceae,Leibnitzia Cass.,Leibnitzia anandria(Linn.)Nakai,F,P,wind,3500
13.85,Asteraceae,Leontopodium R.Br.,Leontopodium calocephalum,F,P,wind,4100
1038,Asteraceae,Leontopodium R.Br.,Leontopodium chuii Hand.-Mazz.,F,P,wind,3600
13.25,Asteraceae,Leontopodium R.Br.,Leontopodium franchetii Beauv.,F,P,wind,3050
1039,Asteraceae,Leontopodium R.Br.,Leontopodium leonntopodicides (Willd.) Beauv.,F,P,wind,3600
1031,Asteraceae,Leontopodium R.Br.,Leontopodium microphyllum Hayata,F,P,wind,3550
13.12,Asteraceae,Leontopodium R.Br.,Leontopodium sp1.,F,P,wind,3600
13.49,Asteraceae,Leontopodium R.Br.,Leontopodium sp2.,F,P,wind,2800
13.9,Asteraceae,Leontopodium R.Br.,Leontopodium sp3.,F,P,wind,3101
788,Asteraceae,Leontopodium R.Br.,Leontopodium sp4.,F,P,wind,4000
13.31,Asteraceae,Ligularia Cass.,Ligularia przewalskii(Maxim.)Diels,F,P,wind,3050
13.53,Asteraceae,Ligularia Cass.,Ligularia virgaurea(Maxim.)Mattf.,F,P,wind,3500
13.34,Asteraceae,Onopordum L.,Cephalanoplos sagetum(Bunge)Kitam.,F,B,wind,3100
13.5,Asteraceae,Picris Linn.,Picris hieracioides Linn.subsp.japonica Krylv.,F,B,wind,2700
13.46,Asteraceae,Saussurea DC.,Saussurea bodinieri Levl,F,P,wind,2800
13.63,Asteraceae,Saussurea DC.,Saussurea graminea Dunn,F,P,wind,4000
13.7,Asteraceae,Saussurea DC.,Saussurea hieracioides Hook.f.,F,P,wind,3500
13.62,Asteraceae,Saussurea DC.,Saussurea iodostegia Hance,F,P,wind,3500
13.87,Asteraceae,Saussurea DC.,Saussurea neofranchetii Lipsch.,F,P,wind,3500
13.58,Asteraceae,Saussurea DC.,Saussurea nigrescens Maxim.,F,P,wind,3050
13.29,Asteraceae,Saussurea DC.,Saussurea salicifolia(Linn.)DC.,F,P,wind,3600
13.54,Asteraceae,Saussurea DC.,Saussurea sp1.,F,P,wind,3050
13.19,Asteraceae,Saussurea DC.,Saussurea sp2.,F,P,wind,4000
13.6,Asteraceae,Saussurea DC.,Saussurea sp3.,F,P,wind,2800
960,Asteraceae,Saussurea DC.,Saussurea sp4.,F,P,wind,2200
13.51,Asteraceae,Saussurea DC.,Saussurea sp5.,F,P,wind,3100
13.2,Asteraceae,Senecio Linn.,Senecio argunensis Turcz.,F,P,wind,2900
13.75,Asteraceae,Senecio Linn.,Senecio diversipinnus ling,F,P,wind,3100
50,Asteraceae,Senecio Linn.,Senecio sp.,F,P,wind,2900
13.64,Asteraceae,Senecio Linn.,Senecio dubius Ledeb,F,A,wind,2940
13.69,Asteraceae,Senecio Linn.,Senecio flammeus Turcz.ex DC,F,P,wind,3100
13.84,Asteraceae,Senecio Linn.,Senecio sp.,F,P,wind,2350
1164,Asteraceae,Senecio Linn.,Senecio thianshanicus ,F,P,wind,2800
13.45,Asteraceae,Serratula Linn.,Serratula centauroides Linn.,F,P,wind,2800
13.32,Asteraceae,Serratula Linn.,Serratula sp,F,P,wind,3000
13.79,Asteraceae,Sonchus Linn.,Sonchus arvensis,F,A/B,wind,2940
13.67,Asteraceae,Sonchus Linn.,Sonchus oleraceus Linn.,F,A,wind,2950
13.13,Asteraceae,Taraxacum F.H.Wigg.,Taraxacum mongolicum Hand.-Mazz.,F,P,wind,3450
13.23,Asteraceae,,Asteraceae sp1,F,P,wind,2200
13.65,Asteraceae,,Asteraceae sp2,F,P,wind,2940
13.73,Asteraceae,,Asteraceae sp3,F,P,wind,3500
51.19,Balsaminaceae,Impatiens L.,Impatiens noli-tangere L.,F,A,unassisted,3500
,Berberidaceae,Berberis Linn.,Berberis diapnana Maxim.,w,P,vertebrate,3000
,Berberidaceae,Berberis Linn.,Berberis henryana Schneid,w,P,vertebrate,3000
,Berberidaceae,Berberis Linn.,Berberis jamesiana Forrest et W.W.Smith,w,P,vertebrate,3150
,Berberidaceae,Berberis Linn.,Berberis polyantha Hemsl.,w,P,vertebrate,3150
,Berberidaceae,Berberis Linn.,Berberis silva-taroucana Schneid.,w,P,vertebrate,3150
,Berberidaceae,Berberis Linn.,Berberis sp1,w,P,vertebrate,3100
,Berberidaceae,Berberis Linn.,Berberis sp2,w,P,vertebrate,3100
,Berberidaceae,Berberis Linn.,Berberis sp3,w,P,vertebrate,3100
,Berberidaceae,Berberis Linn.,Berberis wilsonae Hemsl.,w,P,vertebrate,3100
13.61,Bignoniaceae,Incarvillea A.Juss,Incarvillea arguta (Royle)Royle,F,P,unassisted,3300
33.01,Boraginaceae,Lappula V.Wolf.,Lappula sp,F,A/B,unassisted,2000
60.01,Boraginaceae,Lappula V.Wolf.,Lappula myosotis,F,A/B,unassisted,2700
60.1,Boraginaceae,Trigonotis Stev,Trigonotis peduncularis(Trev.)Benth,F,A/B,unassisted,2400
263,Boraginaceae,,Boraginaceae sp,F,P,unassisted,2800
406,Brassicaceae,Arabis Linn.,Arabis hirsute (L.) Scop.,F,A,ant,2200
26.11,Brassicaceae,Arabis Linn.,Arabis pendula Linn.,F,P,ant,3000
26.08,Brassicaceae,Brassica L.,Brassica juncea(L.)Czern.et Coss,F,A,ant,3500
26.19,Brassicaceae,Capsella Medic.,Capsella bursa-pastoris(Linn.)Medic.,F,A/B,ant,2901
26.09,Brassicaceae,Cardamine Linn.,Cardamine hirsuta Linn.,F,A,ant,3000
26.05,Brassicaceae,Chorispora R.Br.,Chorispora tenella(Pall.)DC,F,A,ant,3100
26.01,Brassicaceae,Descurainia Webb et Berth.,Descurainia sophia,F,A,ant,2900
60.06,Brassicaceae,Descurainia Webb et Berth.,Descurainia sophioides,F,A,ant,2200
874,Brassicaceae,Draba Linn.,Draba ladyginii Pohle,F,P,ant,3500
26.13,Brassicaceae,Draba Linn.,Draba sp1,F,P,ant,3500
26.15,Brassicaceae,Draba Linn.,Draba sp2,F,P,ant,2350
26.17,Brassicaceae,Draba Linn.,Draba sp3,F,P,ant,3100
6.21,Brassicaceae,Eruca Mill,Eruca sativa Gars,F,A,ant,2800
26.18,Brassicaceae,Lepidium Linn.,Lepidium apetalum Willd.,F,A/B,ant,2900
1288,Brassicaceae,Lepidium Linn.,Lepidium capitatum,F,A/B,ant,2800
177,Brassicaceae,Lepidium Linn.,Lepidium latifolium,F,A/B,ant,2800
107,Brassicaceae,Malcolmia R.Br.,Malcolmia africana (L.) R.Br.,F,B,ant,3300
26.04,Brassicaceae,Thlaspi Linn.,Thlaspi arvense Linn.,F,A,ant,3450
26.14,Brassicaceae,Thlaspi Linn.,Thlaspi sp,F,A,ant,2940
26.16,Brassicaceae,Torularia O.E.Schulz,Torularia humilis (C.A.Mey.) O.E.Schulz f. humilis,F,P,ant,3900
115,Brassicaceae,Torularia O.E.Schulz,Torularia humilis f.grandiflora,F,P,ant,2700
1230,Brassicaceae,Torularia O.E.Schulz,Torularia humilis f.hygrophila,F,P,ant,3000
76,Brassicaceae,Torularia O.E.Schulz,Torularia humilis var piasezkii,F,P,ant,2940
186,Brassicaceae,,Brassicaceae sp,F,P,ant,2200
818,Campanulaceae ,Adenophora Fisch.,Adenophora himalayana Feer.,F,P,unassisted,3050
12.05,Campanulaceae ,Adenophora Fisch.,Adenophora potaninii ,F,P,unassisted,2500
12.01,Campanulaceae ,Adenophora Fisch.,Adenophora potaninii var bockiana ,F,P,unassisted,3000
12.03,Campanulaceae ,Adenophora Fisch.,Adenophora potaninii var potaninii,F,P,unassisted,2200
12.02,Campanulaceae ,Adenophora Fisch.,Adenophora stenanthina(Ledeb.)Kitag.,F,P,unassisted,3050
12.06,Campanulaceae ,Campanula Linn. ,Campanula aristata Wall.,F,P,unassisted,3500
866,Campanulaceae ,Codonopsis Wall.,Codonopsis bicolor Nannf.,F,P,unassisted,3500
928,Campanulaceae ,Codonopsis Wall.,Codonopsis modesta Nannf.,F,P,unassisted,2200
12.04,Campanulaceae ,Codonopsis Wall.,Codonopsis pilosula,F,P,unassisted,3050
519,Campanulaceae ,Cyananathus Wall.ex Benth.,Cyananthus hookeri,F,A,unassisted,3100
51.26,Caryophyllaceae,Arenaria Linn.,Arenaria edgeworthiana,F,P,unassisted,4200
893,Caryophyllaceae,Arenaria Linn.,Arenaria przewalskii ,F,P,unassisted,4000
27.09,Caryophyllaceae,Arenaria Linn.,Arenaria sp1.,F,P,unassisted,2900
27.22,Caryophyllaceae,Arenaria Linn.,Arenaria sp2.,F,P,unassisted,3500
27.2,Caryophyllaceae,Cerastium Linn.,Cerastium arvemse Linn ,F,P,unassisted,2900
27.28,Caryophyllaceae,Cerastium Linn.,Cerastium sp1,F,P,unassisted,2400
27.17,Caryophyllaceae,Cerastium Linn.,Cerastium sp2,F,P,unassisted,2940
588,Caryophyllaceae,Cerastium Linn.,Cerastium caespitosum Gilib.,F,A,unassisted,3100
27.16,Caryophyllaceae,Dianthus Linn.,Dianthus superbus Linn.,F,P,unassisted,2200
27.27,Caryophyllaceae,Dianthus Linn.,Dianthus sp,F,P,unassisted,2700
27.25,Caryophyllaceae,Malachium Fries,Malachium aquaticum,F,P,unassisted,2300
13,Caryophyllaceae,Melandrium Roehl.,Melandrium sp1.,F,A,unassisted,2000
399,Caryophyllaceae,Melandrium Roehl.,Melandrium sp2.,F,A,unassisted,2200
763,Caryophyllaceae,Melandrium Roehl.,Melandrium sp3.,F,A,unassisted,3900
978,Caryophyllaceae,Melandrium Roehl.,Melandrium sp4.,F,A,unassisted,2200
1208,Caryophyllaceae,Melandrium Roehl.,Melandrium sp5.,F,A,unassisted,2500
867,Caryophyllaceae,Melandrium Roehl.,Melandrium himalayense (Rohrb.) Y. Z. Zhao,F,P,unassisted,3500
27.02,Caryophyllaceae,Melandrium Roehl.,Melandrium sp6.,F,A,unassisted,3100
27.05,Caryophyllaceae,Melandrium Roehl.,Melandrium sp7.,F,A,unassisted,2300
27.06,Caryophyllaceae,Melandrium Roehl.,Melandrium sp8.,F,A,unassisted,2800
27.1,Caryophyllaceae,Melandrium Roehl.,Melandrium sp9.,F,A,unassisted,2900
27.14,Caryophyllaceae,Melandrium Roehl.,Melandrium sp10.,F,A,unassisted,2400
27.18,Caryophyllaceae,Melandrium Roehl.,Melandrium sp11.,F,A,unassisted,2700
27.19,Caryophyllaceae,Melandrium Roehl.,Melandrium sp12.,F,A,unassisted,2940
27.23,Caryophyllaceae,Melandrium Roehl.,Melandrium sp13.,F,A,unassisted,2940
27.24,Caryophyllaceae,Melandrium Roehl.,Melandrium sp14.,F,A,unassisted,3450
231,Caryophyllaceae,Silene Linn.,Silene conoidea L.,F,A,unassisted,2700
27.03,Caryophyllaceae,Silene Linn.,Silene sp1,F,A,unassisted,2900
27.04,Caryophyllaceae,Silene Linn.,Silene sp2,F,A,unassisted,2900
27.13,Caryophyllaceae,Stellaria Linn.,Stellaria decumbens,F,A,unassisted,2900
27.08,Caryophyllaceae,Stellaria Linn.,Stellaria decumbens var.acicularis,F,A,unassisted,2940
27.26,Caryophyllaceae,Stellaria Linn.,Stellaria decumbens var.polyantha,F,A,unassisted,3100
27.15,Caryophyllaceae,Stellaria Linn.,Stellaria decumbens var.pulvinata,F,A,unassisted,2700
27.12,Caryophyllaceae,Stellaria Linn.,Stellaria graminea ,F,P,unassisted,3300
27.01,Caryophyllaceae,Stellaria Linn.,Stellaria graminea var.linearis,F,P,unassisted,3800
104,Caryophyllaceae,Stellaria Linn.,Stellaria palustris Ehrh. ex Retz.,F,P,unassisted,3300
1120,Caryophyllaceae,,Caryophyllaceae sp,F,P,unassisted,3300
,Celastraceae,Euonymus Linn.,Euonymus linearifolius,w,P,vertebrate,2950
,Celastraceae,Euonymus Linn.,Euonymus nanaides Loes.,w,P,vertebrate,2950
,Celastraceae,Euonymus Linn.,Euonymus porphyreus Loes.,w,P,vertebrate,2950
14.04,Chenopodiaceae ,Axyris Linn,Axyris amaranthoides L.,F,A,unassisted,2400
14.01,Chenopodiaceae ,Chenopodium Linn ,Chenopodium aristatum Linn. ,F,A,unassisted,2500
1206,Chenopodiaceae ,Chenopodium Linn ,Chenopodium hybridum L.,F,A,unassisted,2500
14.09,Chenopodiaceae ,Chenopodium Linn ,Chenopodium iljinii Golosk. ,F,A,unassisted,2950
14.05,Chenopodiaceae ,Chenopodium Linn ,Chenopodium foetidum,F,A,unassisted,2400
14.1,Chenopodiaceae ,Kochia Roth,Kochia scoparia(Linn.)Schrad.,F,A,unassisted,2200
38.02,Clusiaceae,Hypericum L.,Hypericum ascyron,F,P,unassisted,2300
498,Clusiaceae,Hypericum L.,Hypericum attenuatum Choisy,F,P,unassisted,2000
38.03,Clusiaceae,Hypericum L.,Hypericum chinense,W,P,unassisted,2700
38.01,Clusiaceae,Hypericum L.,Hypericum przewalskii,F,p,unassisted,2400
44.01,Convolvulaceae,Cuscuta Linn.,Cuscuta chinensis Lam.,F,A,adhesive,2300
39.04,Crassulaceae,Rhodiola Linn.,Rhodiola kirilowii(Regel)Regel ex Maxim,F,P,unassisted,4100
39.01,Crassulaceae,Rhodiola Linn.,Rhodiola rosea Linn.,F,P,unassisted,4000
